tableA_id,tableA_Beer_Name,tableA_Brew_Factory_Name,tableA_Style,tableA_ABV,tableB_id,tableB_Beer_Name,tableB_Brew_Factory_Name,tableB_Style,tableB_ABV,label
3170,Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,1600,Cervecera del Centro Ambar,Cervecera del Centro,Oktoberfest/M Ã $ rzen,5.50 %,0
639,Eric The Red,Odd13 Brewing,American Amber / Red Ale,7.07 %,456,Titletown Addlepated Ale,Titletown Brewing Company,Amber Ale,6.50 %,0
3874,Red Harvest,Les Trois Mousquetaires,American Amber / Red Ale,-,542,Copperpoint A10 Hop Hog,Copperpoint Brewing Company,India Pale Ale &#40; IPA &#41;,6.30 %,0
3348,Apple Spice Amber,West Sixth Brewing Company,American Amber / Red Ale,5.00 %,536,Rock Bottom Ahwatukee Raptor Red,Rock Bottom Ahwatukee,Irish Ale,5.40 %,0
649,Auburn,The Able Ebenezer Brewing Company,American Amber / Red Ale,4.50 %,2376,Kuhnhenn American Barley Wine,Kuhnhenn Brewing,Barley Wine,11.50 %,0
2103,Red Dwarf,Equinox Brewing Company,American Amber / Red Ale,5.60 %,276,Budge Brothers Spokamber 509 Amber Ale,Budge Brothers Brewery,Amber Ale,4.50 %,0
2305,Schorzenboomer Amber,Main Street Brewery / Mesa Cerveza,American Amber / Red Ale,-,226,Alameda Brickhouse Brown,Alameda Brewing Co. .,Brown Ale,5.20 %,0
4321,Morgue Party,Relic Brewing Co,American Barleywine,10.80 %,276,Budge Brothers Spokamber 509 Amber Ale,Budge Brothers Brewery,Amber Ale,4.50 %,0
2457,Wisconsin Amber Ale,Hillbilly Brewing,American Amber / Red Ale,-,87,American Sky Bomber Series # 3 - Red Tail Oktoberfest,Hudson Brewing Company,Oktoberfest/M Ã $ rzen,5.60 %,0
3023,Gordon Biersch Red Ale,Gordon Biersch Brewery Restaurant,American Amber / Red Ale,5.50 %,75,Ladyface Reyes Adobe Imperial Red,Ladyface Ale Companie,American Strong Ale,10.80 %,0
3200,Here 's Your Damn Amber,North Sound Brewing Company,American Amber / Red Ale,5.10 %,912,Rhinelander Bad Hare Red Ale,Minhas Craft Brewery,Amber Ale,5.50 %,0
2031,Tall Rev Red,Manitou Brewing Co. .,American Amber / Red Ale,6.70 %,935,Mad Beach #amberale,Mad Beach Craft Brewing Company,Amber Ale,5.70 %,0
1247,Pisgah Red Ale,Pisgah Brewing Co. .,American Amber / Red Ale,-,57,Oakshire Ride Your Bike Double Red Ale,Oakshire Brewing,Amber Ale,8.60 %,0
311,Sciaenhops,Swamp Head Brewery,American Amber / Red Ale,8.30 %,1724,Glentworth Spellbound,Glentworth,Golden Ale/Blond Ale,4 %,0
852,Razorback,Snowy Mountains Brewery,American Amber / Red Ale,4.80 %,2861,18th Street Alpha Company,18th Street Brewery,Saison,8.50 %,0
1583,Two-Sixteen Red Ale,Loowit Brewing Company,American Amber / Red Ale,5.00 %,2712,HopTown Paint the Town Red,HopTown Brewing Company,Amber Ale,5.50 %,0
146,West Sixth Amber,West Sixth Brewing Company,American Amber / Red Ale,5.50 %,87,American Sky Bomber Series # 3 - Red Tail Oktoberfest,Hudson Brewing Company,Oktoberfest/M Ã $ rzen,5.60 %,0
3592,L'AmbrÃ © e De La Poterne,La Suzannaise,American Amber / Red Ale,-,418,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,0
3029,Awesome Amber,Cortland Beer Company,American Amber / Red Ale,7.00 %,717,Country Boy Our Daily Red,Country Boy Brewing,Amber Ale,7 %,0
4095,Bearded Pat 's Barleywine,Bluegrass Brewing Co. - East St. Matthew 's,American Barleywine,11.00 %,2963,Atwater Red Crown Red,Atwater in the Park,Belgian Ale,5.30 %,0
860,Lion 's Ale,Big Elm Brewing,American Amber / Red Ale,5.30 %,1256,7 Devils Lighthouse Session Ale,7 Devils Brewing Company,Golden Ale/Blond Ale,4.20 %,0
3851,Anvil Amber,Three Creeks Brewing Co. .,American Amber / Red Ale,5.00 %,990,Isle of Mull The Red Monk of Iona,Oban Bay &#40; Argyll Breweries &#41;,Amber Ale,4.20 %,0
3260,Red Oat-tober,Flat 12 Bierwerks,American Amber / Red Ale,4.66 %,381,Brewbakers Oatmeal Amber,Brewbakers Brewing Company,Amber Ale,-,0
527,Lion Tamer Red,Hi-Wire Brewing,American Amber / Red Ale,7.00 %,206,Imperial Oak Roil Red,Imperial Oak Brewing,Amber Ale,6.20 %,0
2252,Murican-Mild,District ChopHouse & Brewery,American Amber / Red Ale,4.20 %,2397,Phillips Trainwreck Barley Wine,Phillips Brewing Co. .,Barley Wine,10 %,0
1485,Buck It,Black Donkey Brewing Ltd,American Amber / Red Ale,4.80 %,1768,Belder Red Ginger Ale,Belder,Spice/Herb/Vegetable,5 %,0
2752,Cliff 's Amber,Vashon Brewing Company,American Amber / Red Ale,5.40 %,2835,Estes Park Trail Ridge Red,Estes Park Brewery,Bitter,4.50 %,0
2743,Bonnie Heather Amber,Kilted Dragon Brewing,American Amber / Red Ale,6.00 %,2460,Hay Camp Hoplessness Barleywine,Hay Camp Brewing Company,Barley Wine,9.10 %,0
616,Station No. 1,El Segundo Brewing Company,American Amber / Red Ale,6.70 %,2829,Olde Peninsula Sunset Red,Olde Peninsula Brewpub and Restaurant,Amber Ale,5.75 %,0
3940,Harvest Amber,Levante Brewing Company,American Amber / Red Ale,5.50 %,1316,Epic Ales Rustic Red Ale,Epic Ales &#40; WA &#41;,Amber Ale,7.20 %,0
4124,Highway To Ale Barleywine,Beer Valley Brewing Co. .,American Barleywine,10.50 %,2282,Saranac High Peaks Immortality,F.X. Matt Brewing Company,American Strong Ale,7.50 %,0
2450,Phat Chance Amber,Innovation Brewing,American Amber / Red Ale,5.50 %,851,Padre Island Tailing Red Amber,Padre Island Brewing Company,Amber Ale,-,0
3792,Oddfellow 's Ale,Egan & Son 's,American Amber / Red Ale,-,369,Brewsters Winter WARMer Amber Ale,Brewsters Brewing Co. - Alberta,Amber Ale,6 %,0
512,Hawai'i Nui Sunset Amber Ale,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,5.45 %,1090,Below Grade Super Duty Double Red Ale,Below Grade Brewing LLC,American Strong Ale,7.70 %,0
1607,Rock Bottom Raptor Red,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.40 %,140,Alexander Keiths Red &#40; Amber Ale &#41;,Oland Brewery &#40; AB-InBev &#41;,Amber Ale,5 %,0
59,New Holland Sundog Amber Ale,New Holland Brewing Company,American Amber / Red Ale,5.25 %,2771,Great Adirondack Ausable Wulff Red Ale,Great Adirondack Brewing Co. .,Amber Ale,5.60 %,0
3165,Levitation Ale With Hibiscus,Stone Brewing Co. .,American Amber / Red Ale,4.40 %,1786,Gold Camp Mamies Amber,Gold Camp Brewing Company,Amber Ale,4.70 %,0
3286,Beachside High Tide,Florida Beer Company,American Amber / Red Ale,8.50 %,638,Conquest Garnet Red Ale,Conquest Brewing Company,Amber Ale,-,0
1740,Breakside Hoppy Amber,Breakside Brewery,American Amber / Red Ale,7.00 %,864,Mash Amber,Mash Brewery &#40; Hampshire &#41;,Bitter,4.30 %,0
4130,Big Bourbon Series Discombobulation Celebration Ale,Shoreline Brewery And Restaurant,American Barleywine,13.00 %,2707,Saint Arnould Vlimeuse,Saint Arnould,Amber Ale,6.20 %,0
3235,Beach House With Pacific Gem,Strand Brewing Co. .,American Amber / Red Ale,5.00 %,37,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,0
406,Tongue Buckler ( Bourbon Barrel Aged ),Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,601,Saint Arnold Altared Amber,Saint Arnold Brewing Company,Belgian Ale,-,0
3931,Weekender Amber Ale,Stilt House Brewery,American Amber / Red Ale,5.70 %,2127,Battered Boar Blue Face Scottish Ale,Battered Boar Brewing Company,Scottish Ale,-,0
1876,Rye Whiskey Barrel Aged Libertine,Fulton Beer,American Amber / Red Ale,8.50 %,2481,Motor City Winter Ale,Motor City Brewing Works,American Strong Ale,8.80 %,0
2385,CastaÃ ± a,Il Forteto,American Amber / Red Ale,6.00 %,2894,Delafield Bricklayer Pale Ale,Delafield Brewhaus,English Pale Ale,5 %,0
1652,Jaapie,Kaapse Brouwers,American Amber / Red Ale,9.40 %,119,Boxing Cat Dragons Fire Doppelbock,Boxing Cat Brewery,Doppelbock,8 %,0
1615,Point Blank Red,Barley Brown 's Brewpub,American Amber / Red Ale,5.50 %,2095,Ale Asylum Ambergeddon,Ale Asylum,Amber Ale,6.70 %,0
190,Peak Organic The Maple Collaboration,Peak Organic Brewing Company,American Amber / Red Ale,7.00 %,2035,Wheeling Old Reymann_s Amber,Wheeling Brewing Company,Amber Ale,4.70 %,0
2776,Hop Crazed Squirrel,Smog City Brewing,American Amber / Red Ale,7.00 %,974,Arcadia Panama Red,Arcadia Brewing Company,Smoked,7 %,0
603,Briglin Road Red,Keuka Brewing Company,American Amber / Red Ale,5.50 %,980,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,0
1428,Dora Drawdy Drool,Mount Dora Brewing,American Amber / Red Ale,5.00 %,823,&#40; 512 &#41; Cabernet Barrel Aged Three,&#40; 512 &#41; Brewing Company,Abbey Tripel,9.50 %,0
1880,Big Axe Red Ale,Big Axe Brewing Company,American Amber / Red Ale,6.80 %,2832,Bowen Island Mutiny Red Ale,Kamloops Brewery,Amber Ale,5.50 %,0
2170,_ rsted Gold,Bryggeriet Skands,American Amber / Red Ale,5.50 %,2211,Murray_s Sutton Hoo,Murrays Craft Brewing Co. .,Amber Ale,5.20 %,0
3838,Lucille Red Ale,Beer By Design,American Amber / Red Ale,5.30 %,345,Boneshaker Rusty Chain English Barleywine,Boneshaker Community Brewery,Barley Wine,9.50 %,0
3926,1837 Red Special Edition,Ale Syndicate,American Amber / Red Ale,5.40 %,380,Big Ridge Red Truck Ale,Big Ridge Brewing Co. .,Amber Ale,-,0
3621,Barrel Aged Wilfred,Yellow Springs Brewery,American Amber / Red Ale,8.00 %,1509,Great Lakes Independence Ale,Great Lakes Brewing &#40; Ohio &#41;,Amber Ale,6 %,0
4225,Gaz De Course,Broue Pub Brouhaha,American Barleywine,11.00 %,2874,Bent River Mississippi Red Lager,Bent River Brewing Company,Oktoberfest/M Ã $ rzen,-,0
2055,Hoosier Amber,Fire On The Mountain ( F.O.T.M. ) Brewery,American Amber / Red Ale,5.29 %,1001,Banger Rebellion Red,Banger Brewing Company,Irish Ale,5.20 %,0
875,Old Fashioned,Wicked Weed Brewing,American Amber / Red Ale,5.75 %,2226,Bolero Snort Crouching Tiger Ragin _ Bull,High Point Brewing Company,Spice/Herb/Vegetable,5 %,0
93,Centennial Red ( Brewmaster Series ),Long Trail Brewing Co. .,American Amber / Red Ale,7.90 %,2178,Bedondaine et Bedons Ronds Le Rubis de la Rousse,Bedondaine et Bedons Ronds,Amber Ale,6 %,0
2813,La Fauve,Les Brasseurs de la Jonte,American Amber / Red Ale,5.50 %,168,Lakewood Manimal,Lakewood Brewing Company,Amber Ale,6.50 %,0
3672,Copperhead,Gate City Brewing Co. .,American Amber / Red Ale,5.20 %,203,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,0
1207,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %,1549,Four Peaks McCarthys Red,Four Peaks Brewing Company,American Pale Ale,5 %,0
3439,Inoki,Birrificio Geco,American Amber / Red Ale,6.60 %,2660,Atwater Rost,Atwater Block Brewery,Amber Lager/Vienna,5 %,0
3004,Robustus Rubeus,Thirsty Monk,American Amber / Red Ale,8.00 %,2238,7 Devils Arago Amber,7 Devils Brewing Company,Amber Ale,5.40 %,0
1726,Hometown Helles,The Fort Collins Brewery,American Amber / Red Ale,5.30 %,2887,Howe Sound Mettleman Copper Ale,Howe Sound Brewing,Amber Ale,5.50 %,0
2636,1790 Tap Room Ale,Long Trail Brewing Co. .,American Amber / Red Ale,4.20 %,2663,Golden Valley Red Thistle Ale,Golden Valley Brewery,Irish Ale,5.50 %,0
128,The Unforgiven Amber Ale,Rush River Brewing Company,American Amber / Red Ale,5.80 %,2918,Barley Island Rust Belt Porter,Barley Island Brewing,Porter,4.10 %,0
2105,R & R Raspberry Red,Mu Brewery,American Amber / Red Ale,7.10 %,2997,Millys Tavern Tashas Red Tail Ale,Millys Tavern / Stark Brewing Company,Amber Ale,4.80 %,0
3127,No Grain No Pain,Caldera Brewing Company,American Amber / Red Ale,5.40 %,1492,Basil Ts Rocket Red Ale,Basil Ts &#40; Red Bank &#41;,Amber Ale,5 %,0
1068,CusqueÃ ± a Red Lager,Compania Cervecera Del Sur Del Peru S.A. ( Cervesur ),American Amber / Red Ale,5.00 %,334,_ tramÃ ¡ k Amber Ale 12Â °,Minipivovar _ tramÃ ¡ k,Amber Ale,-,0
442,Squatters Organic Amber Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.00 %,2528,4 Noses Bonaparte Barleywine &#40; Breckenridge Bourbon Barrel Aged &#41;,4 Noses Brewing Company,Barley Wine,9.50 %,0
1647,Wasatch 50th Park City Golden Anniversary Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.00 %,2849,Great Western Original 16 Canadian Copper Ale,Great Western Brewing &#40; Canadian Brewing &#41;,Amber Ale,5.20 %,0
416,Freshtracks Wet Hopped Ale,Boulder Beer / Wilderness Pub,American Amber / Red Ale,4.90 %,384,Picaroons Afterglow Aphrodisiac Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,5 %,0
585,King Kitty Red,Coalition Brewing Co. .,American Amber / Red Ale,5.74 %,1856,Burdock Fresh Hop Pale Ale,Burdock,American Pale Ale,6.40 %,0
949,Comet,Wicked Weed Brewing,American Amber / Red Ale,8.50 %,2849,Great Western Original 16 Canadian Copper Ale,Great Western Brewing &#40; Canadian Brewing &#41;,Amber Ale,5.20 %,0
2005,Gus Meister,Paw Paw Brewing Company,American Amber / Red Ale,5.10 %,2255,Idle Hands Craft Ales Dimples Redux,Idle Hands Craft Ales,Abbey Dubbel,8.30 %,0
3243,Velveteen,Eagle Rock Brewery,American Amber / Red Ale,5.25 %,114,Adirondack Bobcat Blonde Lager,Adirondack Pub and Brewery,Golden Ale/Blond Ale,3.80 %,0
3513,Jaw Glide,Jaw Brew,American Amber / Red Ale,4.60 %,2722,Madhouse Venture Series Oak Aged Imperial Red,Madhouse Brewing Company,American Strong Ale,8.50 %,0
821,Expedition Amber,Harmon Restaurant & Brewery,American Amber / Red Ale,-,2127,Battered Boar Blue Face Scottish Ale,Battered Boar Brewing Company,Scottish Ale,-,0
671,Dead Cat,Beer Here,American Amber / Red Ale,4.70 %,2367,Equinox Entropycal Red IPA,Equinox Brewing,India Pale Ale &#40; IPA &#41;,6.10 %,0
1320,No-Show Amber,Lenny Boy Brewing Co. .,American Amber / Red Ale,6.00 %,445,First Magnitude 450 Amber Ale,First Magnitude Brewing Company,Amber Ale,4.70 %,0
2830,Ponderosa Belgian Red Ale,Wild Earth Brewing Company,American Amber / Red Ale,6.50 %,2695,&#268; ernÃ ¡ Hora 1530,Pivovar &#268; ernÃ ¡ Hora &#40; Pivovary Lobkowicz &#41;,Imperial Pils/Strong Pale Lager,6.30 %,0
327,Nero _ ™ s Apecchio Red Ale,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,6.50 %,2050,450 North Copperhead Road Ale,450 North Brewing Company,Belgian Ale,5.20 %,0
2919,Kiss Me I 'm Irish,Home Republic,American Amber / Red Ale,5.50 %,2197,NOLA Flambeau Red Ale,NOLA - New Orleans Lager & Ale,Amber Ale,5.70 %,0
896,Eve Amber Ale,Lonerider Brewing Company,American Amber / Red Ale,4.20 %,2709,Against the Grain The Wrath of the Krauth of Khan,Against the Grain Brewery,Smoked,7.20 %,0
88,Mayflower Spring Hop,Mayflower Brewing Company,American Amber / Red Ale,5.30 %,53,Legends Bistro Plucky Rooster Ale,Legends Bistro,Specialty Grain,5.80 %,0
917,Knuckleball,Happy Valley Brewing Company,American Amber / Red Ale,5.10 %,284,Ballast Point Calico Amber Ale - Rum Barrel Aged,Ballast Point Brewing Company,Amber Ale,5 %,0
3320,Brush Fire Bourbon And Cabernet Barrel Blend,Old Firehouse Brewing,American Amber / Red Ale,8.50 %,1042,#Freedom A Toast,#Freedom Craft Brewery,Brown Ale,5.50 %,0
1448,Defenders Of Freedom Choice Ale,Erie Brewing Co. .,American Amber / Red Ale,6.80 %,2872,Pyramid Alehouse Amber,Pyramid Breweries &#40; North American Breweries &#41;,Amber Ale,4.80 %,0
1509,Callahan Red,Callahan 's Pub & Brewery,American Amber / Red Ale,-,1681,Fat Bottom Ruby Red American Ale,Fat Bottom Brewery,Amber Ale,4.60 %,0
4231,Smoke Chaser ( Cherrywood Smoked ),Tioga-Sequoia Brewing Company,American Barleywine,12.00 %,542,Copperpoint A10 Hop Hog,Copperpoint Brewing Company,India Pale Ale &#40; IPA &#41;,6.30 %,0
2707,Marks And Spencer Cornish Red Ale,St. Austell Brewery,American Amber / Red Ale,4.90 %,946,Amsterdam Big Wheel Deluxe Amber Beer,Amsterdam Brewing Company,Amber Ale,5 %,0
1681,Fandom Of The Hopera,Three Notch 'd Brewing Company,American Amber / Red Ale,-,2199,Iechyd Da Main Drag Amber,Iechyd Da Brewing Company,Amber Ale,5.50 %,0
232,Lavaman Red Ale,Kona Brewing Co. .,American Amber / Red Ale,5.60 %,1495,Cigar City Brewpub Redner,Cigar City Brewing,Amber Ale,6.60 %,0
1854,SBA,Prohibition Brewing Company,American Amber / Red Ale,6.00 %,1999,Caledonian Marching Orders,Caledonian &#40; Heineken UK &#41;,Bitter,4.20 %,0
3983,Tostada,Cerveza Milana,American Amber / Red Ale,5.40 %,2411,Big Time Old Wooly Barleywine,Big Time Brewery,Barley Wine,9 %,0
2110,WeldWerks Red,WeldWerks Brewing Co. .,American Amber / Red Ale,5.80 %,2746,Four Sons Going &#40; Coco &#41; Nuts,Four Sons Brewing,Amber Ale,5.20 %,0
2847,BBA,Small Batch Beer Co. .,American Amber / Red Ale,6.90 %,2551,Baeltane Farmer_s Flock,Baeltane Brewing,Saison,5.10 %,0
3984,Sorachi Red,BadWolf Brewing Company,American Amber / Red Ale,5.30 %,1890,101 North High Gravity,101 North Brewing Company,Imperial IPA,8.80 %,0
2060,Last Call,Blue Blood Brewery,American Amber / Red Ale,8.00 %,1365,Fat Head_s Busy Bee Honey Blonde Ale,Fat Head_s Brewery & Saloon,Golden Ale/Blond Ale,5.40 %,0
2622,Sweet Amber,Cheyenne Brewing Company,American Amber / Red Ale,8.00 %,145,Roosters Brewing Two-Bit Amber,Roosters Brewing Co. &#40; US &#41;,Amber Ale,4 %,0
1460,Eldred Rock Amber,Haines Brewing Company,American Amber / Red Ale,5.00 %,412,Haines Eldred Rock Amber,Haines Brewing Co. .,Amber Ale,5 %,1
3942,BresaÃ ± Tostada,BresaÃ ± Cerveza Artesanal,American Amber / Red Ale,6.50 %,2792,Odell Levity Amber Ale,Odell Brewing Company,Amber Ale,5.10 %,0
1336,Imperial Smoked Amber,Triple C Brewing Co. .,American Amber / Red Ale,8.50 %,701,18th Street Rise of the Phoenix,18th Street Brewery,India Pale Ale &#40; IPA &#41;,7.10 %,0
2015,Code 3,Old Firehouse Brewing,American Amber / Red Ale,5.20 %,952,2 Brothers Rusty,2 Brothers Brewery,Belgian Ale,4.70 %,0
3238,Nipigon,Ore Dock Brewing Company,American Amber / Red Ale,-,1924,Genesis Red Ale,Olympic Brewery,Irish Ale,-,0
3132,Ehret 's Amber Ale,Knucklehead Craft Brewing,American Amber / Red Ale,-,2177,508 Sour Seduction,508 Gastrobrewery,Berliner Weisse,4 %,0
3503,Rip City Red,13 Virtues Brewing Co. .,American Amber / Red Ale,6.00 %,99,Liberty High Point Rocket_s Red Ale,Liberty Brewery & Grill - High Point,Irish Ale,-,0
4264,St. Fillin 's,Selin 's Grove Brewing Company,American Barleywine,9.90 %,1804,Shugborough N_KD At The Swan,Shugborough ( Titanic ),Golden Ale/Blond Ale,4.50 %,0
903,North Coast Red Ale,Seaside Brewing Company,American Amber / Red Ale,6.70 %,2177,508 Sour Seduction,508 Gastrobrewery,Berliner Weisse,4 %,0
480,Copperhead Amber Ale,Yalobusha Brewing Company,American Amber / Red Ale,5.65 %,2576,Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,1
2790,Belgian Style Amber Ale,Adirondack Pub & Brewery,American Amber / Red Ale,5.00 %,1860,Pokertree Red Earl Ruby Ale,Pokertree,Amber Ale,5.50 %,0
454,Hop Head Red,Belmont Brewing Company,American Amber / Red Ale,-,386,Moxies Big Life Amber Ale,Big Rock Brewery,Amber Ale,5 %,0
1190,Turnaround Red,Twelve Bar Brews,American Amber / Red Ale,5.70 %,1151,Gallo Red Lager,Cerveceria Centro Americana,Amber Lager/Vienna,5.30 %,0
2633,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,866,Bucks County Munich Autumn,Bucks County Brewery,Oktoberfest/M Ã $ rzen,6.50 %,0
1953,Michelob Amber Bock,Stella Artois,American Amber / Red Ale,5.00 %,753,Goldspot Pantalones Rojo Red IPA,Goldspot Brewing Company,India Pale Ale &#40; IPA &#41;,5.50 %,0
4247,Barrel Aged Barleywine ( 2015 - Heaven Hill ),Begyle Brewing Company,American Barleywine,9.80 %,486,8 Wired / Renaissance / NÃ ¸ gne _ - _ For Awesome Imperial Amber Ale,Renaissance Brewing,American Strong Ale,9 %,0
10,Zoe,Maine Beer Company,American Amber / Red Ale,7.20 %,2675,Horny Goat Red Planet Red Ale,Stevens Point Brewery,Amber Ale,5.40 %,0
117,Tap Room No. 21 Amber Ale,World Brews,American Amber / Red Ale,4.80 %,2012,Brew Wharf How Now Brown Cow,Brew Wharf,Stout,3.10 %,0
2981,Mankerbeer Red Ale,Beerbliotek,American Amber / Red Ale,6.00 %,1770,8 Wired Fresh HopWired,8 Wired Brewing,India Pale Ale &#40; IPA &#41;,7.30 %,0
2721,Scintilla Sweet Tea Ale,Legal Remedy Brewing,American Amber / Red Ale,5.00 %,1827,Hops Flying Squirrel Nut Brown Ale,Hops Grillhouse & Brewery &#40; Corp HQ &#41;,Brown Ale,4.40 %,0
1994,Sister Bad Habit,Asheville Brewing Company,American Amber / Red Ale,5.60 %,2958,Skookum Amber_s Hot Friend,Skookum Brewery,Amber Ale,5.10 %,0
4070,10 Squared Fish Tale Ale,Fish Brewing Company / Fishbowl Brewpub,American Barleywine,10.00 %,1905,Copper Canyon Devils Peak Ale,Copper Canyon Brewery Restaurant &#40; MI &#41;,India Pale Ale &#40; IPA &#41;,6.50 %,0
410,Columbus Uncle Rusty,Columbus Brewing Company,American Amber / Red Ale,9.20 %,2642,Broken Tooth Something Red,Broken Tooth Brewing Company,Amber Ale,6.10 %,0
1259,Topless Amber,Lookout Brewing Co. .,American Amber / Red Ale,4.50 %,864,Mash Amber,Mash Brewery &#40; Hampshire &#41;,Bitter,4.30 %,0
3520,Devil 's Bath,ManRock Brewing Company,American Amber / Red Ale,8.00 %,2748,Bent Hill Maple Irish Red Ale,Bent Hill Brewery,Irish Ale,4.80 %,0
2852,Pitchers Sunset Amber,Pitchers Brewery & Sports Shack,American Amber / Red Ale,5.50 %,2974,Boulevard Tasting Room Series Red IPA,Boulevard Brewing Company &#40; Duvel-Moortgat &#41;,India Pale Ale &#40; IPA &#41;,5.80 %,0
