tableA_id,tableA_title,tableA_starring,tableA_writer,tableA_editor,tableB_id,tableB_title,tableB_actor name,tableB_director name,tableB_year,tableB_genre,label
564,,Park Overall,Susan Rice,,7482,Ahingsa-Jikko mee gam (2005),"Suwannahom, Theeradanai","Liasirikun, Kittikorn",2005,Thriller,0
18455,Silent Fall,John Arthur Lithgow,,,9545,Silent Fall (1994),"Shaffner, Catherine","Beresford, Bruce",1994,Drama,1
6607,The War  Lord,James Farentino,John Collier,,17773,"War Lord, The (1965)","Stockwell, Guy","Schaffner, Franklin J.",1965,Drama,1
12268,,Navin Nischol,,,11226,Ek Se Badhkar Ek (1976),"Nischol, Navin",Brij,1976,,1
16540,In the Mouth of Madness,David Warner,Michael De Luca,,1429,Boiling Point (1993/I),"Hedaya, Dan","Harris, James B.",1993,Drama,0
3500,Querelle,Roger Bataille,Kurt Raab,,6096,Parash Pathar (1958),"Devi, Chandrabati","Ray, Satyajit",1958,Comedy,0
17044,,Melinda McDowell,George Kuchar,,14021,Species III (2004) (V),"Blendell, Troy","Turner, Brad (I)",2004,Horror,0
11259,Henry Fool,Liam Padraic Aiken,Hal Hartley,,2630,Henry Fool (1997),"Krich, Gretchen","Hartley, Hal",1997,Comedy,1
19431,,Hans Junkerman,Walter Hasenclever,,18346,Anna Christie (1931),"Junkermann, Hans","Feyder, Jacques",1931,Drama,1
13686,The Phantom President,Lily Claudette Chauchoin,Harlan Thompson,,14653,"Phantom President, The (1932)","Gittelson, June","Taurog, Norman",1932,Comedy,1
9171,The Cookout,Dana Elaine Owens,Laurie B. Turner Ramsey Gbelawoe Jeffrey Brian Holmes,,8444,"Cookout, The (2004)","Scott, Sandra Mills","Rivera, Lance",2004,Comedy,1
27173,,Oliver Hardy,George Waggner,,3778,Secret Cutting (2000) (TV),"Pudavick, Jennifer","Bailey, Norma",2000,Drama,0
8501,Across the Universe,Evan Rachel Wood,Dick Clement,,893,Sunnyside (1919),"Jones, J. Parks","Chaplin, Charles",1919,Short,0
19288,,Dorothy Mackaill,Henry McCarty,,7364,Alila (2003),"Berkowitch, Lupo","Gitai, Amos",2003,Comedy,0
27612,,Ryo Ikebe,Jojiro Okami,,18420,Uchu daisenso (1959),"Ito, Hisaya","Honda, Ishir?",1959,Sci-Fi,1
22756,Palookaville,Vincent Gallo,,,18940,Palookaville (1995),"Williams, Gareth (I)","Taylor, Alan (I)",1995,Comedy,1
16667,Bells of Innocence,,Mike Norris (actor),,7576,Bells of Innocence (2003),"O'Neill, Dennis (I)","Bijan, Ali",2003,,1
2126,Trader Horn,Duncan Renaldo,Cyril Hume,,278,Trader Horn (1931),"Booth, Edwina","Van Dyke, W.S.",1931,Adventure,1
7366,Bloody Birthday,Susan Elizabeth Strasberg,Barry Pearson,,5262,Bloody Birthday (1981),"Lethin, Lori","Hunt, Ed (I)",1981,Horror,1
18934,,Noor (actress),Pervez Kalim,,4372,Mujhay Chand Chahiye (2000),"Sheikh, Javed (I)",Shaan (I),2000,Comedy,1
17858,,V. Shantaram,,,7784,Do Ankhen Barah Haath (1957),"Bhosle, Shankarrao","Shantaram, Rajaram Vankudre",1957,Drama,1
21166,The Curtain Pole,Mack Sennett,Mack Sennett,,19381,"Curtain Pole, The (1909)","Macpherson, Jeanie","Griffith, D.W.",1909,Short,1
15837,Disciples of the 36th Chamber,Hsiao Ho (actor),Lau Kar-leung,,5689,Bagdad (1949),"Kramer, Anne P.","Lamont, Charles",1949,Adventure,0
7554,,Andrew James Lawrence,Mary Ryan,,17277,"Other Me, The (2000) (TV)","McCord, Scott","Coto, Manny",2000,Comedy,1
13555,,Kumi Mizuno,Takeshi Kimura,,20997,Furankenshutain tai chitei kaij? Baragon (1965),"Ito, Hisaya","Honda, Ishir?",1965,Drama,1
11716,Best Defense,Dudley Stuart John Moore,Willard Huyck,,899,Best Defense (1984),"Arnott, Mark","Huyck, Willard",1984,Comedy,1
17881,,Jasmine Trinca,Giancarlo De Cataldo,,18024,Romanzo criminale (2005),"Mouglalis, Anna","Placido, Michele",2005,Drama,1
12756,Class of '44,Jerry Houser,Herman Raucher,,14359,Class of '44 (1973),"Long, Mary","Bogart, Paul",1973,Drama,1
23508,The Dead,Dan O'Herlihy,Tony Huston,,7167,In the Shadow of the Stars (1991),"Jones, William S. (I)","Light, Allie",1991,Documentary,0
25174,The Best Man,Morris Chestnut,Malcolm D. Lee,,14205,"Fish Called Wanda, A (1988)","Hayes, Patricia (I)","Cleese, John",1988,Comedy,0
1345,The Star,Ruth Elizabeth Davis,Katherine Albert,,1061,Sleepover (2004),"Draper, Courtnee","Nussbaum, Joe",2004,Comedy,0
14705,Something the Lord Made,Alan Sidney Patrick Rickman,Robert Caswell,,9983,Something the Lord Made (2004) (TV),"Clary, Paul M.","Sargent, Joseph",2004,Drama,1
24581,,Pat Gleason,,,21648,Violent Is the Word for Curly (1938),"Howard, Curly","Chase, Charley",1938,Short,1
24247,Rana: The Legend of Shadow Lake,Karen McDiarmid Alan Ross Brad Ellingson Jerry Gregoris Glenn Scherer,Lyoma Denetz Jerry Gregoris Mike Landers,,19559,"Body, The (2001)","Khoury, Makram","McCord, Jonas",2001,Drama,0
7731,Personal Velocity: Three Portraits,Fairuza Alejandra Feldthouse,Rebecca Miller,,6139,Personal Velocity: Three Portraits (2002),"Burns, Bill (VII)","Miller, Rebecca (I)",2002,Drama,1
5131,Four of the Apocalypse,Tomas Milian,Ennio Di Concini,,22211,"Quattro dell'apocalisse, I (1975)","Frederick, Lynne","Fulci, Lucio",1975,Western,1
13048,,Wallace Fitzgerald Beery,Monte Brice Reggie Morris,,3719,Casey at the Bat (1927),"Hill, Doris","Brice, Monte",1927,Comedy,1
4966,,Kathleen Denise Quinlan,John Sayles,,275,VeggieTales: Sumo of the Opera (2004) (V),"Hodge, Tim (I)","Nawrocki, Mike",2004,Comedy,0
27412,,Jeff York,Mary Jane Carr,,193,Dead & Buried (1981),"Corbin, Barry","Sherman, Gary (I)",1981,Horror,0
21956,Gold Diggers of 1933,Aline Laveen MacMahon,James Seymour,,20743,Gold Diggers of 1933 (1933),"Cunningham, Kathy","LeRoy, Mervyn",1933,Musical,1
12954,Sherlock Holmes Baffled,,Arthur Conan Doyle (character),,13934,Sherlock Holmes Baffled (1900),,,1900,Short,1
20316,Khamoshi: The Musical,Salman Khan,Sanjay Leela Bhansali,,4441,Khamoshi: The Musical (1996),"Shivpuri, Himani","Bhansali, Sanjay Leela",1996,,1
5972,The Atlantis Interceptors,Gioia Scola,Tito Carpi,,20773,"Predatori di Atlantide, I (1983)","Rassimov, Ivan","Deodato, Ruggero",1983,Sci-Fi,1
11333,The Seat Filler,Kelly Rowland,Tisha Michelle Campbell,,19615,Cotton Comes to Harlem (1970),"Martin, Helen (II)","Davis, Ossie",1970,Comedy,0
209,Rockin' with Judy Jetson,Ruth Buzzi,Joseph Barbera,,3617,Rockin with Judy Jetson (1988) (TV),"Ward, B.J. (II)",,1988,,1
8029,Of Mice and Men,Betty Field,John Steinbeck (novel) Eugene Solow,,10628,Of Mice and Men (1939),"Lawrence, Jack (I)","Milestone, Lewis",1939,Drama,1
24437,The Party Animal,Matthew Causey,Alan C. Fox,,11995,"Party Animal, The (1984)","Elliott, Debby","Hart, Harvey",1984,Comedy,1
5702,The Situation,Connie Inge-Lise Nielsen,Wendell Steavenson,,16520,"Situation, The (2006/I)","Slattery, John (I)","Haas, Philip",2006,Drama,1
3580,Legacy of Rage,Brandon Bruce Lee,,,15831,Long zai jiang hu (1986),"Chan, Wai-Man","Yu, Ronny",1986,Action,1
23582,,John Hall (New York),,,12792,No Nukes (1980),"Nash, Graham","Schlossberg, Julian",1980,Music,1
9955,,John Bachelder,Jonathan Heap,,2984,12:01 PM (1990),"Morton, Philip","Heap, Jonathan",1990,Short,1
3455,Mr. and Mrs. 55,Mumtaz Begum Jehan Dehlavi,Abrar Alvi,,16434,Mr. & Mrs. '55 (1955),"Dutt, Guru (I)","Dutt, Guru (I)",1955,Romance,1
3600,Batman,Kimila Ann Basinger,Sam Hamm,,3322,Batman (1989),"Roskilly, Charles","Burton, Tim (I)",1989,Thriller,1
11484,Deliver Us From Evil,Thomas Doyle,,Matthew Cooke,19277,It (1927),"Lawson, Eleanor","Badger, Clarence G.",1927,Comedy,0
20069,Zero Day,Andre Keuck,Ben Coccio,,5440,County Hospital (1932),"Kinsey, Ham","Parrott, James",1932,Short,0
7611,,Philip Andre Rourke Jr.,Daniel Pyne,,5978,"Blaue Licht, Das (1932)","Riefenstahl, Leni","Bal?zs, B?la (I)",1932,Drama,0
21971,,Pooja Bhatt,,,19603,Sadak (1991),"Packard, Gavin","Bhatt, Mahesh (I)",1991,Drama,1
813,Starchaser: The Legend of Orin,Dennis Alwood,Jeffrey Scott,,2436,Starchaser: The Legend of Orin (1985),"Hess, Doris","Hahn, Steven",1985,Sci-Fi,1
24675,The Indian in the Cupboard,Stephen John Coogan,Melissa Mathison,,8910,"Indian in the Cupboard, The (1995)","Galeano, Gia","Oz, Frank",1995,Family,1
21005,,Jean-Alfred Villain-Marais,"Pierre Souvestre (novels)  Marcel Allain (novels) Jean Halain   (adaptation, screenplay and dialogue) Pierre Foucaud (adaptation)",,6532,Fant?mas contre Scotland Yard (1967),"Dynam, Jacques","Hunebelle, Andr?",1967,Comedy,1
14178,Black Caesar,Gloria Hendry,Larry Cohen,,22317,Oliver Twist (1997) (TV),"Scanlon, Ross","Bill, Tony",1997,Family,0
24206,,Andy Goldsworthy,Thomas Riedelsheimer,,4224,Deliria (1987),"Parker, Clain","Soavi, Michele",1987,Horror,0
17168,The Last Hunt,James Lablache Stewart,Milton Lott,,18718,"Last Hunt, The (1956)","Wilson, Terry (I)","Brooks, Richard (I)",1956,Western,1
7156,Doctor Faustus,Andreas Teuber,Nevill Coghill,,14152,Naya Sansar (1941),"Kumar, Susheel","Acharya, N.R.",1941,,0
6928,The Canceled Mortgage,Henry DeWitt Carey II,,,6962,"Canceled Mortgage, The (1915)","McDowell, Claire",,1915,Short,1
25846,Jingle All the Way,Philip Edward Hartmann,Randy Kornfield,,4341,Jingle All the Way (1996),"Pietz, Amy","Levant, Brian",1996,Comedy,1
25090,That's Dancing!,Ray Bolger,Jack Haley Jr.,,2058,That's Dancing! (1985),"Cagney, James","Haley Jr., Jack",1985,Music,1
6905,Leave Her to Heaven,Jeanne Elizabeth Crain,Ben Ames Williams,,13444,Gigolete (1924),"Simi, Adelina","Verga, Vittorio",1924,Drama,0
15745,,Redmond Christopher Fernandez Domingo,Butch Jimenez,,18306,"7th Voyage of Sinbad, The (1958)","DeHerrera, Nana","Juran, Nathan",1958,Action,0
16814,,Lee Ann Remick,Gordon Gordon,,20050,Experiment in Terror (1962),"McCormick, Kelly (I)","Edwards, Blake",1962,Thriller,1
2252,The Ice Harvest,Billy Bob Thornton,Robert Douglas Benton,,11687,"Ice Harvest, The (2005)","Kirsch, Max","Ramis, Harold",2005,Comedy,1
11207,L'homme u00E0 la tu00EAte de caoutchouc,,Marie-Georges-Jean Mu00E9liu00E8s,,18684,"Homme ? la t?te en caoutchouc, L' (1901)","M?li?s, Georges","M?li?s, Georges",1901,Short,1
26551,Black Friday,Aditya Srivastava,Anurag Kashyap (Director),,4848,Waco: The Rules of Engagement (1997),"Thibodeau, David (II)","Gazecki, William",1997,History,0
8247,,Simon Norrthon,Niklas R?dstr?m,,5809,"Marriage-Go-Round, The (1961)","Herrin, William","Lang, Walter (I)",1961,Comedy,0
10094,,Mel Tillis,Robert G. Kane,,10148,"Villain, The (1979)","Smith, Earl W.","Needham, Hal",1979,Comedy,1
2334,,Nelson Eddy,Samuel Hoffenstein,,1886,Idol of the Crowds (1937),"Brokaw, Charles","Lubin, Arthur",1937,Drama,0
3408,The Hunchback of Notre Dame,Lesley-Anne Down,John Gay,,2636,Shadow of the Vampire (2000),"Dapkunaite, Ingeborga","Merhige, E. Elias",2000,Horror,0
9305,The Dogs of War,Colin Blakely,Frederick Forsyth,,2869,"Dogs of War, The (1981)","Armend?riz Jr., Pedro","Irvin, John",1981,Action,1
4860,Forgiveness,Arnold Vosloo,Greg Latter,,10175,Forgiveness (2004),"Adams, Quanita","Gabriel, Ian",2004,Drama,1
1881,What Happened to Mary?,Marcus McDermott,Horace G. Plympton,,20312,What Happened to Mary? (1912),"Nesbitt, Miriam","Brabin, Charles",1912,Action,1
7420,Fear and Loathing in Las Vegas,Christina Ricci,Tony Grisoni,,4145,Fear and Loathing in Las Vegas (1998),"Jillette, Penn","Gilliam, Terry",1998,Comedy,1
24274,Grand Prix (Cannes Film Festival),Alexis Dziena,James R. Jarmusch,,7210,Broken Flowers (2005),"Dziena, Alexis","Jarmusch, Jim",2005,Comedy,1
26783,Last Holiday,Dana Elaine Owens,Jeffrey Price,,700,Last Holiday (2006),"Hutton, Timothy","Wang, Wayne",2006,Comedy,1
20731,,Libu?e ?afr?nkov?,Zden?k Sv?r?k,,17164,Stealing Beauty (1996),"Sandrelli, Stefania","Bertolucci, Bernardo",1996,Drama,0
4247,Adventures of a Dentist,Andrei Petrov,Aleksandr Volodin,,6479,Pokhozhdeniya zubnogo vracha (1965),"Perov, Yevgeni","Klimov, Elem",1965,Comedy,1
18633,Nighthawks,Sylvester Gardenzio Stallone,David Shaber,,2165,Nighthawks (1981),"Bjornstad, Erle","Malmuth, Bruce",1981,Action,1
20799,The Beast of War,Eruch Avari,William Mastrosimone,,7381,"Beast of War, The (1988)","Sherrill, David","Reynolds, Kevin (I)",1988,Drama,1
15172,,Freddie Bartholomew,Noel Langley,,22130,"Listen, Darling (1938)","Garland, Judy (I)","Marin, Edwin L.",1938,Comedy,1
15823,,Caleb Casey Affleck,Barry Morrow,,16286,Race the Sun (1996),"Lee, Jeamin","Kanganis, Charles T.",1996,Comedy,1
19341,,Pierce Brendan Brosnan,Paul Pender (screenwriter),,11759,Valerie a t?den divu (1970),"Kov?rov?, Zdenka","Jires, Jaromil",1970,Horror,0
746,Jaws: The Revenge,Michael Caine,Michael De Guzman,,18083,Jaws: The Revenge (1987),"Scott, Cedric","Sargent, Joseph",1987,Horror,1
11437,,Clifford Parker Robertson III,Robert Sherman,,11402,Too Late the Hero (1970),"Robertson, Cliff","Aldrich, Robert",1970,Drama,1
12000,Critic's Choice,Leslie Townes Hope,,,12603,Kill the Moonlight (1994),"Ruscha, Eddie","Hanft, Steve",1994,Drama,0
24722,Dead Reckoning,Humphrey DeForest Bogart,Gerald Drayson Adams,,4986,Dead Reckoning (1947),"Wells, Lillian","Cromwell, John",1947,Mystery,1
9974,Ghosts Can't Do It,Mary Cathleen Collins,Derek Delevan Harris,,8610,Wonderland (1999),"Simm, John","Winterbottom, Michael",1999,Drama,0
4994,,Dominick DeLuise,Brock Yates,,5668,"Cannonball Run, The (1981)","Rogers, Ben (I)","Needham, Hal",1981,Comedy,1
13294,The Tigger Movie,James Jonah Cummings,Jun Falkenstein,,9140,"Tigger Movie, The (2000)","Carel, Roger","Falkenstein, Jun",2000,Comedy,1
10837,Drive,Kadeem Hardison,,,5283,Drive (1997),"Viall, Steve","Wang, Steve (I)",1997,Comedy,1
14865,The Battle of the Sexes,George William Crisp,Daniel Carson Goodman,,16206,"Cat from Outer Space, The (1978)","White, Jesse (I)","Tokar, Norman",1978,Comedy,0
12022,Terror by Night,Dennis Hoey,Arthur Conan Doyle,,5371,Terror by Night (1946),"Allen, Gilbert","Neill, Roy William",1946,Drama,1
16531,The Best Two Years,"K.C. Clyde,  Kirby Heyborne,  David Nibley,  Cameron Hopkin,  Scott Christopher,  Michael Flynn","Geoffrey Panos,  Matt Whitaker",,11242,Kleine Freiheit (2003),"?zarslan, Naci","Yavuz, Y?ksel",2003,Drama,0
21385,B A P S,Halle Maria Berry,Troy Yvette Beyer,,880,Spring Fever (1919/I),"Lampton, Dee","Roach, Hal",1919,Short,0
25614,Berlin International Film Festival,Mark Rylance,Patrice Ch?reau,,10314,Intimacy (2001),"Gent, Gideon","Ch?reau, Patrice",2001,Drama,1
14094,Boys and Girls,Claire Forlani,Andrew Lowery,,3183,Boys and Girls (2000),"Detmer, Amanda","Iscove, Robert",2000,Comedy,1
6926,Night After Night,Constance Cummings,Louis Bromfield Kathryn Scola,,2245,"Song Remains the Same, The (1976)","Bonham, Jason","Clifton, Peter",1976,Music,0
22365,Luke's Fireworks Fizzle,Harold Lloyd,,,3114,Guyver (1991),"Wu, Vivian","Wang, Steve (I)",1991,Comedy,0
2181,,Bebe Anderson,Michael Lennox (story) George Zuckerman	(story) Rian James Leonard Lee,,2917,Whispering City (1947),"Poitras, Lucie","Otsep, Fyodor",1947,Drama,1
1461,Inside I'm Dancing,James Andrew McAvoy,Christian O'Reilly,,4251,Inside I'm Dancing (2004),"Crotty, Derbhle","O'Donnell, Damien (I)",2004,Drama,1
19011,Black Samson,William Smith (actor),Daniel B. Cady (story) Warren Hamilton Jr.,,22718,Black Samson (1974),"Calia, Hank","Bail, Charles",1974,Action,1
26030,,Candi Milo,Len Uhley,,7778,"American Tail: The Mystery of the Night Monster, An (1999) (V)","Boyd, Susan (II)","Latham, Larry (I)",1999,Animation,1
11898,Die Weiu00DFe Rose,Wulf Kessler,Michael Verhoeven,,1740,"Wei?e Rose, Die (1982)","Kortenbach, Peter","Verhoeven, Michael",1982,Drama,1
14686,Salween,Chatchai Plengpanich,Stirling Silliphant,,5087,Salween (1995),"Pattamapan, Chalita","Yukol, Chatrichalerm",1995,Crime,1
11499,Du ming zou tian ya,Shek Tien,,,19281,Du ming zou tian ya (1979),"Jun Ping, Shu","Wang, Chung",1979,Drama,1
7825,Sommersby,Alicia Christian Foster,Nicholas Meyer,,8044,Sommersby (1993),"Sloan, Doug","Amiel, Jon",1993,Drama,1
2926,Austin Powers: International Man of Mystery,Robert John Wagner,Mike Myers,,10919,Austin Powers: International Man of Mystery (1997),"Antonova, Lana","Roach, Jay",1997,Comedy,1
27428,The War of the Worlds,Ann Robinson,H. G. Wells,,17488,"War of the Worlds, The (1953)","Sharpe, David (I)","Haskin, Byron",1953,Horror,1
2461,Somebody Up There Likes Me,Everett Sloane,Ernest Lehman,,5915,Somebody Up There Likes Me (1956),"McGuinn, Joe","Wise, Robert (I)",1956,Biography,1
2319,,Venkatesh,N. Shankar,,5187,Jungle Girl (1941),"Kikume, Al","English, John (I)",1941,Adventure,0
8716,,Sanghavi,,,15453,Slaughter Disc (2005) (V),"Williams, Robert (XIX)","Quitmeyer, David",2005,Horror,0
26298,Highlander II: The Quickening,Christopher Lambert,Brian Clemens,,6690,Highlander II: The Quickening (1991),"Slator, Jonathon","Mulcahy, Russell",1991,Action,1
13501,Y tu mamu00E1 tambiu00E9n,Gael Garc?a Bernal,Carlos Cuar?n,,10462,Casanova Brown (1944),"Sarno, Hector","Wood, Sam (I)",1944,Comedy,0
24922,Hercules,William Berger,Luigi Cozzi,,20058,Tongues Untied (1990),"Freeman, Brian (I)","Riggs, Marlon",1990,Documentary,0
13987,F/X,Cliff De Young,Robert T. Megginson,,3467,"Sea Gypsies, The (1978)","Rattray, Heather","Raffill, Stewart",1978,Family,0
26909,Luxury Car,Li Yiqing,Wang Chao,,8091,Run Ronnie Run (2002),"Goldblum, Jeff","Miller, Troy (I)",2002,Comedy,0
24000,Lady for a Night,Rose Joan Blondell,Garrett Fort,,6008,Lady for a Night (1942),"Simpson, Mickey","Jason, Leigh",1942,Drama,1
22783,"A Genius, Two Partners and a Dupe",Robert Charlebois,Damiano Damiani,,2307,"Genio, due compari, un pollo, Un (1975)","Stefanelli, Benito","Leone, Sergio (I)",1975,Comedy,1
9997,Sgt. Bilko,Daniel Edward Aykroyd,Nat Hiken,,16890,Sgt. Bilko (1996),"Herd, Richard (I)","Lynn, Jonathan",1996,Comedy,1
2125,,Juliet Anne Prowse,Henry Garson,,18389,Avishkaar (1973),"Sharma, Mahesh","Bhattacharya, Basu",1973,Drama,0
6038,The Rajah,Harold Lloyd,,,7723,Hiram na mukha (1992),"Sanchez, Caridad","Lamangan, Joel",1992,Drama,0
9897,Unknown White Male,Doug Bruce,,,22223,Unknown White Male (2005),"Murray, Rupert (II)","Murray, Rupert (II)",2005,Documentary,1
11357,,Han Chiang,,,10095,"Tracker, The (2002)","Gulpilil, David","de Heer, Rolf",2002,Drama,0
12809,Burnt Offerings,Oliver Reed,Robert Marasco,,12940,Burnt Offerings (1976),"Cannon, Orin","Curtis, Dan (I)",1976,Horror,1
18032,The Testament of Orpheus,Henri Cremieuxard,,,6604,"Testament d'Orph?e, ou ne me demandez pas pourquoi!, Le (1960)","Weisweiler, Francine","Cocteau, Jean",1960,Drama,1
24450,,,F. Gianetti,,10451,Noites Cariocas (1936),Oscarito,"Cad?camo, Enrique",1936,Comedy,1
23619,Ik omhels je met 1000 armen,Halina Reijn,Ronald Giphart,,5433,Ik omhels je met 1000 armen (2006),"ten Bruggencate, Catherine","van de Sande Bakhuyzen, Willem",2006,Comedy,1
24934,,Lisa Vidal,Darnell Martin,,2650,I Like It Like That (1994),"Quintero, Joe","Martin, Darnell",1994,Comedy,1
23524,,,Marcia Smith,,21102,Jonestown: The Life and Death of Peoples Temple (2006),,"Nelson, Stanley",2006,Documentary,1
23361,,Richard Samuel Attenborough,Erik Lee Preminger,,15872,Macho Dancer (1988),"Punzalan, Princess","Brocka, Lino",1988,Drama,0
2374,Lonesome Luke's Lively Life,Harold Lloyd,,,12028,Def by Temptation (1990),"Rivera, Michael (III)","Bond III, James",1990,Horror,0
1588,,Eddie Mills,Daniel Derendsen,,19410,Sabrina Goes to Rome (1998) (TV),"De Candia, Mario","Tak?cs, Tibor (I)",1998,Comedy,1
17815,Kleine Freiheit,Cagdas Bozkurt,Henner Winckler,,5119,"VeggieTales: Esther, the Girl Who Became Queen (2000) (V)","Kaplan, Jessica (V)","Nawrocki, Mike",2000,Short,0
8179,,Pran,Vasant Kanetkar,,5392,River of No Return (1954),"Andre, Claire","Preminger, Otto",1954,Western,0
23086,,Silvano Tranquilli,Massimo De Rita,,14024,"Uomo puma, L' (1980)","Stefanelli, Benito","De Martino, Alberto (I)",1980,Sci-Fi,1
13285,Ermo,Liu Peiqi,Lang Yun,,19051,Ermo (1994),"Yanyan, Zhi","Zhou, Xiaowen",1994,Drama,1
11269,1984,Jane Sterling Adriance,George Orwell,,15362,1984 (1956),"Kossoff, David","Anderson, Michael (I)",1956,Drama,1
22756,Palookaville,Vincent Gallo,,,9219,Macskaj?t?k (1972),"Dajka, Margit","Makk, K?roly",1972,Drama,0
6927,,Jonny Goold,Linda Shayne,,10147,Flyin' Ryan (2003) (V),"Ota, Masanoba","Shayne, Linda (I)",2003,Family,1
4839,,Claudia Voss,Jacob Faust,,7299,Faustbook (2006) (V),"Leiser, Jeffrey","Leiser, Eric",2006,Horror,1
4539,Deewaanapan,Arjun Rampal,Ashu Trikha,,22071,Deewaanapan (2001),"Saxena, Sharat","Trikha, Ashu",2001,,1
340,,Joel Solomon Cohen,Talbot Rothwell,,19548,Carry on Up the Jungle (1970),"Ajibadi, Yemi","Thomas, Gerald (I)",1970,Comedy,1
4604,Grease 2,Maxwell Caulfield,Ken Finkleman,,4765,Grease 2 (1982),"Luthringer, Roy","Birch, Patricia",1982,Comedy,1
21042,,Marguerite Gance,Edgar Allan Poe,,8771,Pretty Baby (1978),"May, Hobe","Malle, Louis",1978,Drama,0
21134,Underworld,George Bancroft (actor),Robert N. Lee,,7539,Lolita (1962),"Warren, C. Denier","Kubrick, Stanley",1962,Comedy,0
10289,Freejack,Mick Jagger,Robert Sheckley,,3102,Belle of the Nineties (1934),"Hymer, Warren","McCarey, Leo",1934,Comedy,0
22849,Night and the City,Jessica Phyllis Lange,Richard Price (writer),,13696,Night and the City (1992),"Canarozzi, Anthony","Winkler, Irwin",1992,Drama,1
4443,Liberty,Edgar Kennedy,H.M. Walker,,4534,Stacy (2001),"Tsutsui, Yasutaka","Tomomatsu, Naoyuki",2001,Horror,0
20430,Mana Desam,C. Krishnaveni,Samudrala Raghavacharya,,21116,Mana Desam (1949),Vangara,"Prasad, L.V.",1949,Drama,1
21750,Lady in the Water,Bryce Dallas Howard,Manoj Nelliyattuu Shyamalan,,2885,Lady in the Water (2006),"Cohn, Ethan","Shyamalan, M. Night",2006,Thriller,1
7929,,Pink Floyd,,,16679,Pink Floyd: Live at Pompeii (1972),"Wright, Richard (II)","Maben, Adrian",1972,Documentary,1
23986,,Lorne Greene,Jack London,,13425,Klondike Fever (1980),"Steiger, Rod","Carter, Peter (I)",1980,Adventure,1
22970,Happy,Allu Arjun,A. Karunakaran,,4837,Happy (2006),"Arjun, Allu",Karunakar (I),2006,Comedy,1
12456,The Saphead,Beulah Booker,Bronson Howard,,16506,"Saphead, The (1920)","Connelly, Edward","Smith, Winchell",1920,Comedy,1
