tableA_id,tableA_http://www.okkam.org/ontology_restaurant1.owl#name,tableA_http://www.okkam.org/ontology_restaurant1.owl#phone_number,tableA_http://www.okkam.org/ontology_restaurant1.owl#street,tableB_id,tableB_http://www.okkam.org/ontology_restaurant2.owl#name,tableB_http://www.okkam.org/ontology_restaurant2.owl#phone_number,tableB_http://www.okkam.org/ontology_restaurant2.owl#street,label
147,palace court,702/731-7547,,16,barbecue,,,0
130,san domenico,212/265-5959,,666,,,430 lafayette st.  between 4th st. and astor pl.,0
279,indigo coastal grill,404/876-0676,,504,,,298 gough st.,0
310,art's delicatessen,818/762-1221,,1207,,,3108 16th st.,0
73,campton place,415/955-5555,,196,campo santo,415-433-9623,,0
196,carmine's,212/362-2200,,491,,,500 jackson st.,0
152,,,1 water st. at the east river,454,lutece,212-752-2225,,0
243,,,67 n. raymond ave.,28,american (new),,,0
164,yujean kang's gourmet chinese cuisine,818/585-0855,,1230,,,65 w. 55th st.,0
87,adriano's ristorante,310/475-9807,,665,la taqueria,415-285-7117,,0
148,,,224 ponce de leon ave.,1969,,,615 sacramento st.,0
167,alain rondelli,415/387-0408,,1528,mel's drive-in,415-387-2244,,0
180,,,14016 ventura blvd.,1467,,,24-02 31st st.,0
78,,,2 e. 55th st.,1756,vertigo,415/433-7250,,0
23,ciboulette,404/874-7600,,2038,r.j.'s uptown kitchen & wine bar,404/875-7775,,0
119,manhattan ocean club,212/ 371-7777,,1506,fiorello's roman cafe,212/595-5330,,0
116,,,701 stone canyon rd.,933,,,4500 los feliz blvd.,0
183,march,212/754-6272,,546,pacific dining car,213/483-6000,,0
152,,,1 water st. at the east river,2081,tadich grill,415/391-2373,,0
19,san francisco,,,258,bamboo garden,702/871-3262,,0
337,,,854 7th ave.  between 54th and 55th sts.,1009,ukrainian,,,0
108,,,239 w. broadway  between walker and white sts.,236,windows on the world,212-524-7000,,0
57,,,12224 ventura blvd.,51,la cote basque,212-688-6525,,0
44,studio city,,,2232,verbena,212/260-5454,,0
263,chanterelle,212/966-6960,,1246,greek,,,0
92,cafe bizou,818/788-3536,,1914,van gogh's restaurant & bar,770-993-1156,,0
172,beverly hills,,,1332,,,3555 las vegas blvd. s,0
39,,,1737 post st.,1331,frijoleros,404-892-8226,,0
305,ritz-carlton restaurant and dining room,415/296-7465,,646,,,3525 mall blvd.,0
75,,,2245 e. flamingo rd.,458,zankou chicken,818-244-1937,,0
302,,,2709 main st.,297,,,2 park ave. at 32nd st.,0
157,hedgerose heights inn,404/233-7673,,853,bobby & june's kountry kitchen,404-876-3872,,0
288,,,200 e. fremont st.,636,ben benson's,212/581-8888,,0
71,cafe lalo,212/496-6031,,715,bruno,212/688-4190,,0
8,aureole,212/ 319-1660,,322,,,1437 virginia ave.,0
67,,,1110 3rd ave. at 65th st.,1522,il nido,212/753-8450,,0
324,la folie,415/776-5577,,49,,,1716 pch,0
119,manhattan ocean club,212/ 371-7777,,1252,,,659 peachtree st.,0
309,pinot bistro,818/990-0500,,2140,caffe dell'artista,212/645-4431,,0
158,campanile,213/938-1447,,332,johnny rockets (at),770-955-6068,,0
27,rose pistola,415/399-0499,,1837,pinot bistro,818-990-0500,,0
66,,,22 hawthorne st.,918,water grill,213-891-0900,,0
37,oceana,212/759-5941,,2065,,,2225 irving st.,0
75,,,2245 e. flamingo rd.,261,,,467 columbus ave.  between 82nd and 83rd sts.,0
195,,,243 e. 58th st.,1256,canoe,770-432-2663,,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,1427,,,164 mulberry st.  between grand and broome sts.,0
306,mi cocina,212/627-8273,,1395,,,95 ave. a,0
32,rex il ristorante,213/627-2300,,817,,,3011 steiner st.,0
150,la cote basque,212/688-6525,,422,,,1 market st.,0
167,alain rondelli,415/387-0408,,891,dean & deluca,212/254-8776,,0
267,,,5955 melrose ave.,1253,,,2628 wilshire blvd.,0
112,,,1 margaret mitchell sq.,270,granita,310-456-0488,,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,47,health food,,,0
226,,,532 columbus ave.,1751,,,15322 ventura blvd.,0
147,palace court,702/731-7547,,1329,gilliland's,310/392-3901,,0
1,la grotta,404/231-1368,,222,hedgerose heights inn  the,404-233-7673,,0
242,mesa grill,212/807-7400,,229,,,20 mott st.  between bowery and pell st.,0
209,,,9560 dayton way,1317,,,656 n. virgil ave.,0
280,citrus,213/857-0034,,1229,,,5937 geary blvd.,0
155,,,201 w. 83rd st.,811,,,,0
130,san domenico,212/265-5959,,608,rae's,310-828-7937,,0
47,,,3073 piedmont road,1487,,,308 e. sixth st.,0
200,hawthorne lane,415/777-9779,,1600,joe allen,212/581-6464,,0
180,,,14016 ventura blvd.,1549,indigo coastal grill,404-876-0676,,0
87,adriano's ristorante,310/475-9807,,1070,parioli romanissimo,212/288-2391,,0
162,,,545 post st.,672,,,551 5th ave. at 45th st.,0
125,nikolai's roof,404/221-6362,,2138,lanza restaurant,212/674-7014,,0
7,,,2 harrison st.  near hudson st.,1505,,,6 e. 32nd st.,0
233,,,1972 n. hillhurst ave.,1774,,,210 e. 58th st.,0
251,,,816 folsom st.,706,,,545 post st.,0
131,,,210 e. 58th st.,1142,popover cafe,212/595-8555,,0
81,jo jo,212/223-5656,,1954,pano's & paul's,404-261-3662,,0
229,union square cafe,212/243-4020,,2151,stars,415/861-7827,,0
283,pisces,212/260-6660,,1216,,,551 amsterdam ave.  between 86th and 87th sts.,0
111,,,617 s. olive st.,761,stage deli,212/245-7850,,0
307,,,21 w. 52nd st.,1088,,,1397 n. highland ave.,0
4,,,43 w. 65th st.,1372,,,9882 little santa monica blvd.,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,1450,,,783 martin luther king jr. dr.,0
78,,,2 e. 55th st.,1027,,,3434 peachtree rd. ne,0
0,new york,,,930,good enough to eat,212-496-0163,,0
312,,,648 bush st.,1927,new york kom tang soot bul house,212/ 947-8482,,0
42,las vegas,,,816,chiam,212/371-2323,,0
314,,,12 e. 12th st.,526,la cachette,310-470-4992,,0
324,la folie,415/776-5577,,2196,lillie langtry's,702/385-7111,,0
19,san francisco,,,842,,,2930 beverly glen circle,0
174,mifune japan center  kintetsu building,415/922-0337,,1096,,,80 montague st.,0
35,,,1 mission st.,1149,,,37a union sq. w  between 16th and 17th sts.,0
167,alain rondelli,415/387-0408,,766,,,2316 polk st.,0
195,,,243 e. 58th st.,398,hard rock cafe,310/276-7605,,0
322,daniel,212/288-0033,,1850,le bernardin,212-489-1515,,0
1,la grotta,404/231-1368,,613,,,2880 las vegas blvd. s.,0
165,,,160 e. 64th st.,652,frico bar,212/564-7272,,0
191,,,2316 polk st.,191,,,73 w. 71st st.,0
294,gramercy tavern,212/477-0777,,673,trio cafe,415-563-2248,,0
277,,,2450 broadway  between 90th and 91st sts.,256,barbecue kitchen,404-766-9906,,0
236,,,490 e. paces ferry rd.,486,cafe marimba,415/776-1506,,0
174,mifune japan center  kintetsu building,415/922-0337,,2078,shiro,818-799-4774,,0
40,spago,310/652-4025,,1952,sofi,213/651-0346,,0
291,virgil's,212/ 921-9494,,1525,john o'groats,310-204-0692,,0
109,masa's,415/989-7154,,2253,ed debevic's,310/659-1952,,0
171,uncle nick's,212/315-1726,,1795,seryna,212-980-9393,,0
236,,,490 e. paces ferry rd.,1166,veniero's pasticceria,212/674-7264,,0
92,cafe bizou,818/788-3536,,259,,,181 peachtree st.,0
288,,,200 e. fremont st.,974,brent's deli,818-886-5679,,0
122,the palm,310/550-8811,,1395,,,95 ave. a,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,1432,matsuhisa,310-659-9639,,0
151,,,23725 w. malibu rd.,1643,,,240 e. 58th st.,0
233,,,1972 n. hillhurst ave.,2173,adriano's ristorante,310/475-9807,,0
179,bone's,404/237-2663,,1804,,,1510 e. flamingo rd.,0
87,adriano's ristorante,310/475-9807,,238,,,1022 3rd ave.  between 60th and 61st sts.,0
19,san francisco,,,120,,,458 6th ave. at 11th st.,0
154,restaurant katsu,213/665-1891,,103,,,1013 3rd ave.  between 60th and 61st sts.,0
302,,,2709 main st.,2184,chan dara,213/467-1052,,0
217,,,804 northpoint,773,cafe des artistes,212-877-3500,,0
159,,,340 stockton st.,1054,,,3172 peachtree rd. ne,0
35,,,1 mission st.,802,,,1500 church st.,0
154,restaurant katsu,213/665-1891,,422,,,1 market st.,0
115,bacchanalia,404/365-0410,,312,,,1 w. 67th st.,0
24,,,6703 melrose ave.,1345,,,155 steuart st.,0
196,carmine's,212/362-2200,,626,,,937 broadway at 22nd st.,0
38,,,152 w. 44th st.,1755,,,500 van ness ave.,0
243,,,67 n. raymond ave.,685,georgia grille,404-352-3517,,0
135,malibu,,,1104,,,1521 hyde st.,0
319,sign of the dove,212/861-8080,,61,chinese,,,0
286,boulevard,415/543-6084,,1802,,,2469 cobb pkwy.,0
43,toulouse,404/351-9533,,1824,,,701 stone canyon rd.,0
12,,,2880 las vegas blvd. s,1763,baja fresh,805-498-4049,,0
174,mifune japan center  kintetsu building,415/922-0337,,201,,,8909 sunset blvd.,0
263,chanterelle,212/966-6960,,1033,hyde street bistro,415/441-7778,,0
40,spago,310/652-4025,,1189,,,128 fremont st.,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,1800,,,414 n. beverly dr.,0
3,,,570 4th st.,11,mediterranean,,,0
93,,,7 claude la.,1832,,,600 montgomery st.,0
232,gotham bar & grill,212/620-4020,,259,,,181 peachtree st.,0
132,cafe des artistes,212/877-3500,,402,golden steer,702/384-4470,,0
313,,,21 e. 16th st.,419,,,81 macdougal st.  between houston and bleeker sts.,0
46,smith & wollensky,212/753-1530,,31,kyo-ya. sheraton palace hotel,415/546-5000,,0
255,,,99 e. 52nd st.,1321,mesa grill,212-807-7400,,0
261,,,3130 piedmont road,1135,ti couz,415-252-7373,,0
107,felidia,212/758-1479,,1861,osteria al droge,212/944-3643,,0
119,manhattan ocean club,212/ 371-7777,,1120,cafe flore,415-621-8579,,0
135,malibu,,,1488,,,1232 w. paces ferry rd.,0
194,second avenue deli,212/677-0606,,1732,,,82 e. 3rd st.  between 1st and 2nd aves.,0
168,sherman oaks,,,1935,,,142 w. 44th st.,0
183,march,212/754-6272,,1955,,,178 broadway,0
10,cafe claude,415/392-3505,,781,bistro garden,310/550-3900,,0
30,,,13 w. 54th st.,1241,,,342 e. 11th st.  near 1st ave.,0
169,,,600 stockton st.,55,,,265 pharr rd.,0
162,,,545 post st.,623,,,2637 peachtree rd. ne,0
255,,,99 e. 52nd st.,1555,sparks steak house,212-687-4855,,0
295,,,903 n. la cienega blvd.,861,gladstone's,310/454-3474,,0
196,carmine's,212/362-2200,,1174,palisades,404/350-6755,,0
11,los angeles,,,631,,,151 hudson st.,0
143,la caravelle,212/586-4252,,686,taiko,310-207-7782,,0
112,,,1 margaret mitchell sq.,61,chinese,,,0
306,mi cocina,212/627-8273,,17,california culinary academy,415/771-3500,,0
301,buckhead diner,404/262-3336,,294,stingray,212/501-7515,,0
21,,,1397 n. highland ave.,2038,r.j.'s uptown kitchen & wine bar,404/875-7775,,0
283,pisces,212/260-6660,,1840,bruno's,310-397-5703,,0
9,atlanta,,,635,little szechuan,770/451-0192,,0
322,daniel,212/288-0033,,1794,,,4111 boulder hwy.,0
92,cafe bizou,818/788-3536,,1526,,,1161 1st ave.  between 63rd and 64th sts.,0
151,,,23725 w. malibu rd.,1350,coffeehouses,,,0
143,la caravelle,212/586-4252,,605,delicatessen,,,0
305,ritz-carlton restaurant and dining room,415/296-7465,,705,,,12969 ventura blvd.,0
25,,,95 ave. a at 6th st.,1624,t salon,212/925-3700,,0
238,brasserie le coze,404/266-1440,,556,,,3835 cross creek rd.,0
56,abruzzi,404/261-8186,,134,motown cafe,212/581-8030,,0
292,,,155 w. 51st st.,5,,,8764 melrose ave.,0
312,,,648 bush st.,154,,,3 e. 52nd st.,0
239,,,624 s. la brea ave.,1051,gianni's,212/608-7300,,0
247,arnie morton's of chicago,310/246-1501,,1840,bruno's,310-397-5703,,0
167,alain rondelli,415/387-0408,,922,,,134 n. la cienega,0
64,mary mac's tea room,404/876-1800,,2098,turkish kitchen,212/679-1810,,0
187,patina,213/467-1108,,1331,frijoleros,404-892-8226,,0
212,l'orangerie,310/652-9770,,2124,capozzoli's,702/731-5311,,0
233,,,1972 n. hillhurst ave.,1935,,,142 w. 44th st.,0
93,,,7 claude la.,598,,,10506 little santa monica blvd.,0
80,fleur de lys,415/673-7779,,45,middle eastern,,,0
62,,,181 peachtree st.,761,stage deli,212/245-7850,,0
172,beverly hills,,,230,vida,213/660-4446,,0
89,,,34 e. 61st st.,1952,sofi,213/651-0346,,0
174,mifune japan center  kintetsu building,415/922-0337,,990,park avenue cafe (new york city),212-644-1900,,0
227,,,3570 las vegas blvd. s,1502,,,5116 geary blvd.,0
305,ritz-carlton restaurant and dining room,415/296-7465,,284,french (classic),,,0
19,san francisco,,,836,chicken,,,0
107,felidia,212/758-1479,,1956,szechuan hunan cottage,212-535-5223,,0
159,,,340 stockton st.,142,michael's (los angeles),310-451-0843,,0
6,rainbow room,212/632-5000,,1946,,,61a seventh ave.,0
150,la cote basque,212/688-6525,,348,lincoln tavern,212/721-8271,,0
208,le bernardin,212/489-1515,,1178,,,519 columbus ave.,0
154,restaurant katsu,213/665-1891,,1638,madame ching's,702-894-7111,,0
80,fleur de lys,415/673-7779,,741,greek and middle eastern,,,0
284,aquavit,212/307-7311,,753,russell's burgers,310-596-9556,,0
291,virgil's,212/ 921-9494,,1617,,,145 w. 53rd st.,0
311,,,252 california st.,809,cafe fes,212/924-7653,,0
242,mesa grill,212/807-7400,,561,thai house cafe,212-334-1085,,0
159,,,340 stockton st.,2146,,,3117 ocean park blvd.,0
302,,,2709 main st.,2092,,,222 e. 58th st.  between 2nd and 3rd aves.,0
49,dawat,212/355-7555,,558,,,2317 chestnut st.,0
9,atlanta,,,1990,joe's,310-399-5811,,0
85,,,8358 sunset blvd. west,54,vietnamese,,,0
271,,,1232 w. paces ferry rd.,1516,,,45 s. mentor ave.,0
42,las vegas,,,1785,arcadia,212-223-2900,,0
59,lutece,212/752-2225,,846,,,129 fremont st.,0
131,,,210 e. 58th st.,359,,,55 irving pl.,0
191,,,2316 polk st.,920,,,1100 peachtree st.,0
34,hotel bel-air,310/472-1211,,2095,,,648 bush st.,0
73,campton place,415/955-5555,,569,mi spia dunwoody rd.,770/393-1333,,0
80,fleur de lys,415/673-7779,,1879,pinot hollywood,213/461-8800,,0
89,,,34 e. 61st st.,1526,,,1161 1st ave.  between 63rd and 64th sts.,0
220,,,3000 w. paradise rd.,359,,,55 irving pl.,0
294,gramercy tavern,212/477-0777,,662,,,1136 westwood blvd.,0
309,pinot bistro,818/990-0500,,2217,,,6703 melrose ave.,0
112,,,1 margaret mitchell sq.,60,picholine,212-724-8585,,0
116,,,701 stone canyon rd.,1510,silver skillet  the,404-874-1388,,0
281,,,777 sutter st.,2247,afghan kebab house,212-307-1612,,0
191,,,2316 polk st.,409,acquarello,415/567-5432,,0
80,fleur de lys,415/673-7779,,193,fujiyama mama,212/769-1144,,0
78,,,2 e. 55th st.,1229,,,5937 geary blvd.,0
81,jo jo,212/223-5656,,846,,,129 fremont st.,0
111,,,617 s. olive st.,79,east european,,,0
150,la cote basque,212/688-6525,,1206,,,1842 e. first,0
6,rainbow room,212/632-5000,,1294,vivande porta via,415/346-4430,,0
151,,,23725 w. malibu rd.,336,mo's burgers,415-788-3779,,0
148,,,224 ponce de leon ave.,1417,trader vic's,310/276-6345,,0
92,cafe bizou,818/788-3536,,1328,horseradish grill,404/255-7277,,0
85,,,8358 sunset blvd. west,1353,,,507 columbus ave.  between 84th and 85th sts.,0
230,,,60 w. 55th st.  between 5th and 6th ave.,481,rj's the rib joint,310/274-7427,,0
92,cafe bizou,818/788-3536,,1286,scala's bistro,415/395-8555,,0
9,atlanta,,,1764,spago (los angeles),310-652-4025,,0
89,,,34 e. 61st st.,733,eric's chinese restaurant,415-282-0919,,0
184,,,3115 pico blvd.,1734,betelnut,415/929-8855,,0
314,,,12 e. 12th st.,400,harold's barbecue,404-627-9268,,0
39,,,1737 post st.,1929,,,1879 cheshire bridge rd.,0
24,,,6703 melrose ave.,1906,moose's,415/989-7800,,0
97,,,3200 las vegas blvd. s,1358,,,14016 ventura blvd.,0
227,,,3570 las vegas blvd. s,2116,,,870 n. highland ave.,0
289,,,2930 beverly glen circle,1639,,,3300 peachtree rd.  grand hyatt,0
334,,,11 e. 53rd st.,2192,harry's bar & american grill,310/277-2333,,0
222,,,33 w. 55th st.,2251,,,2424 main st.,0
289,,,2930 beverly glen circle,1159,veselka,212-228-9682,,0
144,,,129 n. la cienega blvd.,1555,sparks steak house,212-687-4855,,0
283,pisces,212/260-6660,,1284,,,640 sacramento st.,0
299,,,595 piedmont ave.  rio shopping mall,1569,bar anise,212/355-1112,,0
30,,,13 w. 54th st.,673,trio cafe,415-563-2248,,0
33,delectables,404/681-2909,,1465,,,68 e. 56th st.,0
75,,,2245 e. flamingo rd.,1000,,,439 n. beverly drive,0
196,carmine's,212/362-2200,,213,,,1147 third st.,0
289,,,2930 beverly glen circle,1058,,,6333 w. third st.,0
171,uncle nick's,212/315-1726,,1077,republic,212/627-7172,,0
176,,,2290 peachtree rd.  peachtree square shopping center,53,marquet patisserie,212/229-9313,,0
224,aqua,415/956-9662,,2018,,,9 jones st.,0
138,le montrachet,702/732-5111,,1672,caffe lure,212/473-2642,,0
302,,,2709 main st.,1618,san pietro,212/753-9015,,0
187,patina,213/467-1108,,1088,,,1397 n. highland ave.,0
66,,,22 hawthorne st.,198,,,33 93 2nd ave.  between 5th and 6th sts.,0
162,,,545 post st.,1171,,,holiday inn/crowne plaza at ravinia  dunwoody,0
172,beverly hills,,,986,,,3195 roswell rd.,0
42,las vegas,,,630,chez michel,415-775-7036,,0
195,,,243 e. 58th st.,437,apple pan  the,310-475-3585,,0
4,,,43 w. 65th st.,70,,,9255 sunset blvd.,0
215,heera of india,404/876-4408,,1910,,,2000 hyde st.,0
283,pisces,212/260-6660,,1956,szechuan hunan cottage,212-535-5223,,0
187,patina,213/467-1108,,760,,,423 amsterdam ave.  between 80th and 81st sts.,0
319,sign of the dove,212/861-8080,,1332,,,3555 las vegas blvd. s,0
286,boulevard,415/543-6084,,2163,trattoria dell'arte,212/245-9800,,0
173,four seasons grill room,212/754-9494,,390,bradshaw's restaurant,404-261-7015,,0
101,veni vidi vici,404/875-8424,,1246,greek,,,0
212,l'orangerie,310/652-9770,,2049,,,519 e. paces ferry rd.,0
148,,,224 ponce de leon ave.,804,,,68 w. 58th st.,0
67,,,1110 3rd ave. at 65th st.,1743,,,169 sullivan st.  between houston and bleecker sts.,0
6,rainbow room,212/632-5000,,45,middle eastern,,,0
194,second avenue deli,212/677-0606,,1894,,,32 jones st. at bleecker st.,0
239,,,624 s. la brea ave.,1229,,,5937 geary blvd.,0
127,grill on the alley,310/276-0615,,476,,,308 w. sahara ave.,0
281,,,777 sutter st.,1035,mckinnon's louisiane,404/237-1313,,0
74,hollywood,,,1489,szechuan kitchen,212-249-4615,,0
171,uncle nick's,212/315-1726,,1916,golden unicorn,212/ 941-0911,,0
178,brooklyn,,,555,the mandarin,310/859-0926,,0
126,,,201 e. 49th st.,20,caffe roma,212/226-8413,,0
4,,,43 w. 65th st.,105,nickiemoto's: a sushi bar,404/842-0334,,0
150,la cote basque,212/688-6525,,606,,,601 s. figueroa st.,0
89,,,34 e. 61st st.,1033,hyde street bistro,415/441-7778,,0
224,aqua,415/956-9662,,1663,internet cafe,212/ 614-0747,,0
172,beverly hills,,,732,,,423 columbus ave.,0
59,lutece,212/752-2225,,48,,,54 irving pl. at 17th st.,0
43,toulouse,404/351-9533,,1893,gaylord's,415/771-8822,,0
73,campton place,415/955-5555,,733,eric's chinese restaurant,415-282-0919,,0
62,,,181 peachtree st.,124,duke's,310-652-3100,,0
112,,,1 margaret mitchell sq.,994,newsbar,212/255-3996,,0
34,hotel bel-air,310/472-1211,,70,,,9255 sunset blvd.,0
3,,,570 4th st.,1899,,,522 9th ave. at 39th st.,0
69,river cafe,718/522-5200,,794,cafe michelle,702/735-8686,,0
75,,,2245 e. flamingo rd.,1483,,,430 n. camden dr.,0
191,,,2316 polk st.,1099,,,228 8th ave.  between 21st and 22nd sts.,0
71,cafe lalo,212/496-6031,,234,,,328 lenox ave.,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,2038,r.j.'s uptown kitchen & wine bar,404/875-7775,,0
264,,,405 e. 58th st.,1291,,,23725 w. malibu rd.,0
136,,,2355 peachtree rd.  peachtree battle shopping center,470,gray's papaya,212-799-0243,,0
50,,,57 jane st.  off hudson st.,1582,,,3226 mission st.,0
221,21 club,212/582-7200,,642,,,157 duane st.  between w. broadway and hudson st.,0
19,san francisco,,,1674,,,25 cleveland pl.  near spring st.,0
279,indigo coastal grill,404/876-0676,,402,golden steer,702/384-4470,,0
99,,,402 w. 44th st.,1001,uncle nick's,212-245-7992,,0
207,santa monica,,,404,kelley & ping,212-228-1212,,0
236,,,490 e. paces ferry rd.,940,,,48 w. 65th st.,0
165,,,160 e. 64th st.,701,,,200-250 vesey st. world financial center,0
183,march,212/754-6272,,454,lutece,212-752-2225,,0
334,,,11 e. 53rd st.,914,lespinasse (new york city),212-339-6719,,0
40,spago,310/652-4025,,841,vong,212/486-9592,,0
172,beverly hills,,,698,,,41 14th st.,0
75,,,2245 e. flamingo rd.,842,,,2930 beverly glen circle,0
337,,,854 7th ave.  between 54th and 55th sts.,1555,sparks steak house,212-687-4855,,0
135,malibu,,,2005,,,205 e. 45th st.,0
311,,,252 california st.,830,,,834 7th ave.  between 53rd and 54th sts.,0
239,,,624 s. la brea ave.,694,alain rondelli,415-387-0408,,0
69,river cafe,718/522-5200,,583,girafe,212/752-3054,,0
252,,,747 9th ave.  between 50th and 51st sts.,560,fog city diner,415/982-2000,,0
147,palace court,702/731-7547,,989,,,2011 ocean front walk,0
319,sign of the dove,212/861-8080,,537,jack sprat's grill,310/837-6662,,0
219,picholine,212/724-8585,,17,california culinary academy,415/771-3500,,0
33,delectables,404/681-2909,,583,girafe,212/752-3054,,0
159,,,340 stockton st.,2008,,,111 s. san pedro st.,0
47,,,3073 piedmont road,84,,,3713 w. sahara ave.,0
273,les celebrites,212/484-5113,,1381,les celebrites,212-484-5113,,1
194,second avenue deli,212/677-0606,,969,nava,404-240-1984,,0
263,chanterelle,212/966-6960,,375,,,34 e. 51st st.,0
280,citrus,213/857-0034,,1077,republic,212/627-7172,,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,1692,,,143 mercer st. at prince st.,0
209,,,9560 dayton way,105,nickiemoto's: a sushi bar,404/842-0334,,0
147,palace court,702/731-7547,,748,pane e vino,415/346-2111,,0
188,,,41 14th st.,903,cafe blanc,310-888-0108,,0
91,georgia grille,404/352-3517,,1397,,,4320 powers ferry rd.,0
57,,,12224 ventura blvd.,507,patina,213-467-1108,,0
242,mesa grill,212/807-7400,,2131,,,2411 w. sahara ave.,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,1657,carnival world,702/252-7777,,0
