tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
2203,Engineering Federated Information Systems: Report of EFIS '99 Workshop,"F?lix Saltor, Uwe Hohenstein, Ralf-Detlef Kutsche, Wilhelm Hasselbring, Gunter Saake, Stefan Conrad, Mark Roantree",SIGMOD Record,1999,21950,Engineering Federated Information Systems Report of EFIS'99 Workshop,"G Saake, FS II, M Roantree","SIGMOD Record,",1999.0,1
1807,Structural Matching and Discovery in Document Databases,"Jason Tsong-Li Wang, George Jyh-Shian Chang, Dennis Shasha, Girish Patel, Kaizhong Zhang, Liam Relihan",SIGMOD Conference,1997,22711,Human-mouse differences in the expression patterns of disease genes and developmental control genes,"F Fougerousse, P Bullen, M Herasse, S Lindsay, I",Submitted for,,0
2335,Template-Based Wrappers in the TSIMMIS System,"Joachim Hammer, Hector Garcia-Molina, Svetlozar Nestorov, Ramana Yerneni, Markus M. Breunig, Vasilis Vassalos",SIGMOD Conference,1997,23705,On the use of optimistic methods for concurrency control in distributed system,"S Ceri, S Owicki","Proc. 6th Int. Conf. On Distributed Data Management and  &hellip;,",,0
1628,The LyriC Language: Querying Constraint Objects,"Alexander Brodsky, Yoram Kornatzky",SIGMOD Conference,1995,12569,Spatial and directional filter characteristics of single units in the optic nerve of the California,ME McCourt,1982,,0
133,Adaptable Query Optimization and Evaluation in Temporal Middleware,"Christian S. Jensen, Richard T. Snodgrass, Giedrius Slivinskas",SIGMOD Conference,2001,40839,Parallel Algorithm for Mining Outliers in Large Database,E Hung,,,0
1777,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,VLDB,2000,36571,Expanding Resources: Benefits to Colleges and Universities,AJ Larrance,"New Directions for Higher Education,",2002.0,0
515,Java Support for Data-Intensive Systems: Experiences Building the Telegraph Dataflow System,"Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein, Mehul A. Shah",SIGMOD Record,2001,32744,Translation with optimization from relational calculus to relational algebra having aggregate,R Nakano,ACM Trans. on Database,,0
1385,A Case for Intelligent Disks (IDISKs),"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",SIGMOD Record,1998,35872,A Case for Intelligent Disks (IDISKs),"K Keeton, DA Patterson, JM Hellerstein","SIGMOD Record,",1998.0,1
1576,A Vision of Management of Complex Models,"Rachel Pottinger, Alon Y. Halevy, Philip A. Bernstein",SIGMOD Record,2000,2361,Prolonged Survival After Liver Transplantation and Cancer Chemotherapy for Advanced-Stage,"BI Carr, R Selby, J Madariaga, S Iwatsuki","TRANSPLANTATION PROCEEDINGS,",1993.0,0
545,Structural Function Inlining Technique for Structurally Recursive XML Queries,"Jun-Ki Min, Chin-Wan Chung, Chang-Won Park",VLDB,2002,52642,Structural Function Inlining Technique for Structurally Recursive XML Queries,"CW Park, JK Min, CW Chung","VLDB,",2002.0,1
503,Improving the Efficiency of Database-System Teaching,Jeffrey D. Ullman,SIGMOD Conference,2003,47944,A Staffed ED Assessment Room: Impact on Wait Times for Nonurgent Patients at a Saudi Arabian,PA Bond,"JOURNAL OF EMERGENCY NURSING,",2001.0,0
259,Accessibility of the Database Literature,Richard T. Snodgrass,SIGMOD Record,2001,10838,Transfusion thresholds and other strategies for guiding allogeneic red blood cell transfusion,"SR Hill, PA Carless, DA Henry, JL Carson, PC","Cochrane Database Syst Rev,",2002.0,0
2241,Capturing both Types and Constraints in Data Integration,"Juliana Freire, Rajeev Rastogi, Michael Benedikt, Wenfei Fan, Chee Yong Chan",SIGMOD Conference,2003,31296,"och Aab??e, R.(2004). Leaching of phenol from tire shreds in a noise barrier","AO H?¥??ya, T Edesk?¤r","International Conference on Sustainable Waste Management,",,0
1018,Concurrency and Recovery for Index Trees,"David B. Lomet, Betty Salzberg",VLDB J.,1997,9198,Functional dependencies in logic programming,AO Mendelzon,"Proceedings of International ACM Conference on Very Large  &hellip;,",,0
1747,On Spatially Partitioned Temporal Join,"Beng Chin Ooi, Kian-Lee Tan, Hongjun Lu",VLDB,1994,22663,Demonstration of the Cinema system,"K Rothermel, I Barth, G Dermler, W Fiederer, T","Proceedings of the fourth ACM international conference on  &hellip;,",1997.0,0
1852,Filter Trees for Managing Spatial Data over a Range of Size Granularities,"Kenneth C. Sevcik, Nick Koudas",VLDB,1996,39778,Parametric Query Optimization. 18th VLDB Conf,"YE Ioannidis, RT Ng, K Shim, TK Sellis","Vancouver, BC, Canada,",,0
2019,Managing Intra-operator Parallelism in Parallel Database Systems,"David J. DeWitt, Manish Mehta",VLDB,1995,57070,Generating Better Concept Hierarchies Using Automatic Document Classification,"RS Bot, YB Wu, X Chen, Q Li","Proceedings of the 14th ACM international conference on  &hellip;,",2005.0,0
774,Formal semantics and analysis of object queries,Gavin M. Bierman,SIGMOD Conference,2003,54152,A Fourier Spectrum-Based Approach to Represent Decision Trees for Mining Data Streams in Mobile,"H Kargupta, BH Park","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,",2004.0,0
1946,Rapid Bushy Join-order Optimization with Cartesian Products,"Bennet Vance, David Maier",SIGMOD Conference,1996,17118,University Service Timothy V. Fossum,TV Fossum,2003,,0
2248,Multi-Dimensional Clustering: A New Data Layout Scheme in DB2,"Bishwaranjan Bhattacharjee, Sriram Padmanabhan, Matthew Huras, Leslie Cranston, Timothy Malkemus",SIGMOD Conference,2003,60491,Link Layer Assisted Mobile IP Fast Handoff Method over Wireless LAN Networks,"H Yokota, A Idoue, T Hasegawa, T Kato",,,0
1048,Robust and Efficient Fuzzy Match for Online Data Cleaning,"Surajit Chaudhuri, Kris Ganjam, Venkatesh Ganti, Rajeev Motwani",SIGMOD Conference,2003,32392,Weighting Thiessen Polygons,BN Boots,"Economic Geography,",1980.0,0
1960,S3: Similarity Search in CAD Database Systems,"Hans-Peter Kriegel, Stefan Berchtold",SIGMOD Conference,1997,30032,Visualizing forest stand dynamics using the stand visualization system,RJ McGaughey,"Proceedings,",,0
630,Maximizing the Output Rate of Multi-Way Join Queries over Streaming Information Sources,"Josef Burger, Jeffrey F. Naughton, Stratis Viglas",VLDB,2003,53047,"Active Reliable Multicast. Draft Paper, Telemedia Networks and Systems Group",LWH Lehman,1996,,0
265,Statistical Schema Matching across Web Query Interfaces,"Bin He, Kevin Chen-Chuan Chang",SIGMOD Conference,2003,44684,Italian regionalism orPadaniannationalism-the political project of the Lega Nord in Italian politics,B Giordano,"POLITICAL GEOGRAPHY,",2000.0,0
536,BeSS: Storage Support for Interactive Visualization Systems,"William O'Connell, Thomas A. Funkhouser, Alexandros Biliris, Euthimios Panagos",SIGMOD Conference,1996,5334,Steroids for treating cerebral malaria,"K Prasad, P Garner","Cochrane Database Syst Rev,",2000.0,0
432,Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations,"Ning Jing, Yun-Wu Huang, Elke A. Rundensteiner",VLDB,1997,36497,Software suit alleges violation of shrink-wrap law.,E Warner,"COMPUTERWORLD.,",1985.0,0
2443,COMA - A System for Flexible Combination of Schema Matching Approaches,"Erhard Rahm, Hong Hai Do",VLDB,2002,5357,COMA???A System for Flexible Combination of Match Algorithms,"HH Do, E Rahm",2002,,1
2016,SIGMOD Anthology Editor's Message,Michael Ley,SIGMOD Record,2000,15209,Adultlearnersand internetbased distance education in Adult Learning and the Internet,DV Estmond,"New Directions for Adult and Continuing Education,",,0
1351,Mining Multi-Dimensional Constrained Gradients in Data Cubes,"Jiawei Han, Ke Wang, Joyce M. W. Lam, Guozhu Dong, Jian Pei",VLDB,2001,51753,Ear temperatures: Making research-based clinical decisions,"J Koziol-McLain, K Oman, G Edwards","JOURNAL OF EMERGENCY NURSING,",1996.0,0
1499,Understanding the semantics of sensor data,Murali Mani,SIGMOD Record,2003,7942,Understanding the semantics of sensor data,M Mani,"ACM SIGMOD Record,",2003.0,1
765,Density Biased Sampling: An Improved Method for Data Mining and Clustering,"Christopher R. Palmer, Christos Faloutsos",SIGMOD Conference,2000,32478,HIV infection among females entering New York State prisons,"P Smith, J Mikl, B Truman, E Lord, R Broaddus, D","V International Conference on AIDS, Montreal, Canada, June,",,0
2036,"Data Management in eCommerce: The Good, the Bad, and the Ugly",Avigdor Gal,SIGMOD Conference,2000,46943,Introduction and Overview of the Multics System,"FJ Corbato, VA Vyssotsky","AFIPS Conference Proceedings,",1965.0,0
1821,"Rights of TODS Readers, Authors and Reviewers",Richard T. Snodgrass,SIGMOD Record,2002,22233,"Lazy Induction of Descriptions for Relational Case-Based Learning. In de Raedt, L. &amp; Flach, P.","E Armengol, E Plaza","Machine Learning: ECML-2001,",,0
230,An Experimental System for Object-Based Sharing in Federated Databases,"Shahram Ghandeharizadeh, Doug Fang",VLDB J.,1996,30357,Fundamental Techniques for Order Optimization,"DE Simmen, EJ Shekita, T Malkemus","SIGMOD Conference,",1996.0,0
1070,The ECRC Multi Database System,"Heribert Sch?tz, Willem Jonker",SIGMOD Conference,1995,6464,A Multilevel Composability Model for Semantic Web Services,B Medjahed,"IEEE Transactions on Knowledge and Data Engineering,",2004.0,0
1085,Evolvable View Environment (EVE): Non-Equivalent View Maintenance under Schema Changes,"Andreas Koeller, Amy J. Lee, Xin Zhang, Anisoara Nica, Elke A. Rundensteiner, Amber van Wyk, Yong Li",SIGMOD Conference,1999,48361,Wireless: Mesh Networks,S Rupley,"PC Magazine,",2003.0,0
2454,Exposing undergraduate students to database system internals,"Anastassia Ailamaki, Joseph M. Hellerstein",SIGMOD Record,2003,55741,The DigitalDesk calculator: tangible manipulation on a desk top display,P Wellner,"Proceedings of the 4th annual ACM symposium on User  &hellip;,",1991.0,0
611,Safely and Efficiently Updating References During On-line Reorganization,"Betty Salzberg, Chendong Zou",VLDB,1998,3729,"Safely and Efficiently Update References During On-line Reorganization, VLDB'98","C Zou, B Salzberg","Proceedings of 24th International Conference on Very Large  &hellip;,",,1
13,Approximate query mapping: Accounting for translation closeness,"Hector Garcia-Molina, Kevin Chen-Chuan Chang",VLDB J.,2001,48886,Critically Selected Stability Constants of Metal Complexes Database. Version 2.0. NIST Standard,"AE Martell, RM Smith","MD,",,0
302,A Novel Index Supporting High Volume Data Warehouse Insertion,"Anindya Datta, Chris Jermaine, Edward Omiecinski",VLDB,1999,57037,FINITE ELEMENT MODELING OF HEPATIC RADIO FREQUENCY ABLATION,DG Haemmerich,2001,,0
579,The Fittest Survives: An Adaptive Approach to Query Optimization,"Kian-Lee Tan, Son Dao, Hongjun Lu",VLDB,1995,56596,"Coal: resources, properties, utilization, pollution",O Kural,1994,,0
896,From Data Independence to Knowledge Independence: An on-going Story,Laurent Vieille,VLDB,1998,51270,Type I interferons are essential mediators of apoptotic death in virally infected cells,"N Tanaka, M Sato, MS Lamphier, H Nozawa, E Oda, S","Genes to Cells,",1998.0,0
832,The SIFT Information Dissemination System,"Tak W. Yan, Hector Garcia-Molina",ACM Trans. Database Syst.,1999,43299,An Investigation of the Relationship Between Used Engine Oil Properties and Simulated Intake Valve,"FM Isa, MZ Haji-Sulaiman","Proceedings of the I MECH E Part D Journal of Automobile  &hellip;,",1997.0,0
279,Software as a service: ASP and ASP aggregation,Christoph Bussler,SIGMOD Conference,2002,50929,Software as a service: ASP and ASP aggregation,C Bussler,,,1
901,Integrating Symbolic Images into a Multimedia Database System Using Classification and Abstraction Approaches,"Hanan Samet, Aya Soffer",VLDB J.,1998,1069,Strategies and Resources for Enhancing Mentoring Relationships.,LM Golian,"New Directions for Adult and Continuing Education,",1995.0,0
1069,Adaptive algorithms for set containment joins,"Hector Garcia-Molina, Sergey Melnik",ACM Trans. Database Syst.,2003,30645,"Volatiles, magma mixing, and the mechanism of eruption of Augustine Volcano, Alaska",DA Johnston,1978,,0
553,Implementing the Spirit of SQL-99,Paul Brown,SIGMOD Conference,1999,43388,A Method for Partitioning UNITY Language in Hardware and Software,E Barros,,,0
752,Transactional Information Systems - Book Review,Marc H. Scholl,SIGMOD Record,2001,55242,Measuring the Performance of the Chair,JN Mitchell,"NEW DIRECTIONS FOR HIGHER EDUCATION,",2004.0,0
1881,WARLOCK: A Data Allocation Tool for Parallel Warehouses,"Thomas St?hr, Erhard Rahm",VLDB,2001,54747,WARLOCK: A Data Allocation Tool for Parallel Warehouses,"T Stoehr, E Rahm","VLDB,",2001.0,1
169,Enterprise Information Architectures -- They're Finally Changing,Wesley P. Melling,SIGMOD Conference,1994,34905,Enterprise Information Architectures -- They're Finally Changing,WP Melling,"SIGMOD Conference,",1994.0,1
2444,WebView Materialization,"Nick Roussopoulos, Alexandros Labrinidis",SIGMOD Conference,2000,49186,eMMaC: Knowledge-Based Color Critiquing Support for Novice Multimedia Authors,"K Nakakoji, BN Reeves, A Aoki, H Suzuki, K","Proceedings of ACM Multimedia,",1995.0,0
1913,Searching for dependencies at multiple abstraction levels,"Jef Wijsen, Toon Calders, Raymond T. Ng",ACM Trans. Database Syst.,2002,16228,Searching for dependencies at multiple abstraction levels,"T Calders, RT Ng, J Wijsen","ACM Transactions on Database Systems,",2002.0,1
2040,Query Processing Techniques for Multiversion Access Methods,"Jochen Van den Bercken, Bernhard Seeger",VLDB,1996,34124,OntoTrack: A semantic approach for ontology authoring,"T Liebig, O Noppens","Journal of Web Semantics,",,0
1883,Quest: A Project on Database Mining,"Ramakrishnan Srikant, Balakrishna R. Iyer, Christos Faloutsos, Arun N. Swami, H. Miranda, Sakti P. Ghosh, A. Mahboob, Maurice A. W. Houtsma, Michael J. Carey, Tomasz Imielinski, Rakesh Agrawal",SIGMOD Conference,1994,15089,Soil nitrogen changes in farming systems in the humid tropics,WV Bartholomew,"See Ref,",,0
2356,Incremental Computation of Nested Relational Query Expressions,"Leo Mark, Lars B?kgaard",ACM Trans. Database Syst.,1995,34817,The Chief Academic Officer: Argus on the Campus.,RE Wolverton,"New Directions for Higher Education,",1984.0,0
1079,Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases,"Jiawei Han, Beng Chin Ooi, Hongjun Lu, Kian-Lee Tan",VLDB J.,1996,21364,The Integration and Training of Arbitrary-Order HMMs,"JA du Preez, DM Weber","&hellip;  Journal on Intelligent Information Processing Systems ( &hellip;,",,0
605,BOAT-Optimistic Decision Tree Construction,"Wei-Yin Loh, Raghu Ramakrishnan, Venkatesh Ganti, Johannes Gehrke",SIGMOD Conference,1999,16996,Going beyond the Information Given: The Relation of Illusory Visual Motion to Brain Activity,"S Zeki, JDG Watson, RSJ Frackowiak","Proceedings: Biological Sciences,",1993.0,0
2511,Database Research at NTHU and ITRI,Arbee L. P. Chen,SIGMOD Record,1994,43077,Organotin compounds i nt h em arl ne environment: Uptake and sorption behavior. Naval Oceans Systems,"CA Dooley, V Homer","San Diego, CA,",,0
1800,Main-Memory Index Structures with Fixed-Size Partial Keys,"Philip Bohannon, Rajeev Rastogi, Peter McIlroy",SIGMOD Conference,2001,13336,Main-Memory Index Structures with Fixed-Size Partial Keys,"P Bohannon, R Rastogi","SIGMOD RECORD,",2001.0,1
1243,An Approximate Search Engine for Structural Databases,"Kaizhong Zhang, Qicheng Ma, Jason Tsong-Li Wang, Xinhuan Zheng, Xiong Wang, Dennis Shasha, Zasha Weinberg, Bruce A. Shapiro",SIGMOD Conference,2000,31787,Specific tumor colonization by Clostridium saccharoperbutylacetonicum,"P Lambin, W Landuyt, J Theys, S Nuyts, L Van",Submitted for,,0
1746,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,"Tore Risch, Vanja Josifovski",VLDB,1999,42065,Provision of quality of service for active services,"IW Marshall, C Roadknight","Computer Networks,",2001.0,0
1874,The Pyramid-Technique: Towards Breaking the Curse of Dimensionality,"Christian B?hm, Hans-Peter Kriegel, Stefan Berchtold",SIGMOD Conference,1998,43576,Department Chairs Under Siege: Resolving the Web of Conflict,WH Gmelch,"NEW DIRECTIONS FOR HIGHER EDUCATION,",1995.0,0
1159,The New Middleware,Rich Finkelstein,SIGMOD Record,1995,52718,The new middleware,R Finkelstein,"ACM SIGMOD Record,",1995.0,1
942,Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",VLDB J.,2002,35858,Query processing techniques for arrays,"AP Marathe, K Salem","The VLDB Journal The International Journal on Very Large  &hellip;,",2002.0,1
2111,On the Issue of Valid Time(s) in Temporal Databases,"Themis Panayiotopoulos, Efstathios V. Ioannidis, Constantine D. Spyropoulos, Stavros Kokkotos",SIGMOD Record,1995,17743,&quot; Did They Actually Really Believe This?&quot; Authentic Medical Documents as a Window on the Past.,J Riley,"Social Studies and the Young Learner,",1999.0,0
617,Index Configuration in Object-Oriented Databases,Elisa Bertino,VLDB J.,1994,7380,Index configuration in object-oriented databases,E Bertino,"The VLDB Journal The International Journal on Very Large  &hellip;,",1994.0,1
198,WebFilter: A High-throughput XML-based Publish and Subscribe System,"Fran?oise Fabret, Dennis Shasha, Hans-Arno Jacobsen, Fran?ois Llirbat, Jo?o Pereira",VLDB,2001,53332,The changing pattern of posttransplant malignancies,I Penn,"Transplant Proc,",1991.0,0
1427,Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,"Ashraf Aboulnaga, Jeffrey F. Naughton, Alaa R. Alameldeen",VLDB,2001,46453,Political participation and the accessibility of the ballot box,"JG Gimpel, JE Schuknecht","Political Geography,",2003.0,0
