tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
913,Cvrcek a pavouk,,3.0,1.0,,,,1978-01-01,"Animation,Family",,5.0,2190,,Liang Joo Leow,,,,,,,,,,,,,0
1944,,Sara Hall,,,,,,,,actress,,319,,Jennifer Dahlman,,,,,,,,,,,,,0
1585,A Matter of Percentage,,17.0,1.0,,,,1963-01-01,"Drama,Sport,Western",,,4016,Act of Faith,,,22.0,1.0,,,,1954-02-14,,1954-01-01,,,,0
833,,Robert Florey,,,1979-01-01,1900-01-01,,,,"director,writer,assistant_director",,2084,,Robert Florey,,,,,,,,,,,,,1
481,Running with the Bulls,,4.0,9.0,,,,2017-01-01,Comedy,,32.0,2916,Charles Darwin,,"'Delving further, and more imaginatively, into the evolution ofCharles Darwin than ever before, the Mark Steel Lecture takes thismodern hero off the ten pound note and into the present day. Wefollow him onto the Beagle and into the bedroom, and worry for hissanity as he fashions a turtle out of mashed potato. A tortured figure whose distress eventually forced him to take to hisbed and watch Animal Hospital and Countdown all day (probably), thisis the show that tells you things about Darwin you never knew -including his opinion on the taste of Galapagos tortoise urine.",5.0,1.0,,,,2003-11-04,,2003-01-01,,,,0
2568,,Zohar Shtrauss,,,,1972-01-01,,,,actor,,4471,,Nandamuri Taraka Rama Rao,,,,,,,,,,,,,0
4578,,Nicolas Economou,,,1993-01-01,1953-01-01,,,,composer,,3677,,Joo Min-ha,,,,,,,,,,,,,0
4332,,Rino Romano,,,,1969-01-01,,,,actor,,4672,,Ranjit Mallick,,,,,,,,,,,,,0
3411,,Craig Parker,,,,1970-01-01,,,,"actor,miscellaneous",,4322,,Witta Pohl,,,,,,,,,,,,,0
4609,Nadeko suneiku sono ni,,10.0,1.0,,,,2009-01-01,"Action,Animation,Comedy",,24.0,1437,,Brad Goertz,,,,,,,,,,,,,0
3556,Whip-Fight!,,30.0,1.0,,,,1960-01-01,Adventure,,60.0,816,Girls Night In,,"Mary Jane has a big talk with Andre, leaving her to ponder her future. Meanwhile, friction develops between Kara and Mary Jane when Kara revamps Mark’s show; and a woman inches closer to Paul Sr.",2.0,1.0,,,,2014-01-14,,2014-01-01,,,,0
3445,,Edward R. Murrow,,,1965-01-01,1908-01-01,,,,"producer,editor,writer",,4688,The Doorbell Rang (2),,"Archie gets a phone call from Dinky Byne, who is expected at a dinner party that night, given by his aunt in honor of four young, unwed mothers. These women have recently left Grantham House, a home where expectant unwed mothers receive support, room and board in the months prior to giving birth. Dinky wants to beg off the dinner, saying he has a bad cold, and asks Archie to fill in for him. Archie agrees and, chatting with Rose Tuttle after dinner, learns that Faith Usher carries around a vial of cyanide. Apparently Faith wants to have it handy should she ever decide to commit suicide. Rose is worried, and Archie reassures her by promising that he'll see to it that nothing bad happens.",2.0,1.0,,,,2001-04-22,,2001-01-01,,,,0
958,,Dana Olsen,,,,,,,,"writer,producer,actor",,1705,Asphalt Paver,,"Mike learns how to install a lightning rod on a home in Lucedale, Miss.",14.0,6.0,,,,2011-01-04,,2011-01-01,,,,0
3312,,Christopher Menaul,,,,1944-01-01,,,,"director,writer,script_department",,4402,The Spaniard,,,32.0,1.0,,,,1962-09-25,,1962-01-01,,,,0
302,,Richard Alan Simmons,,,2004-01-01,1924-01-01,,,,"writer,producer",,4502,,George Lane Cooper,,,,,,,,,,,,,0
1441,,Thiago Fragoso,,,,1981-01-01,,,,"actor,soundtrack,producer",,5003,Weder-weder lang 'yan,,"Arrogant Don Emilio is a rich man who have maids, a private nurse Nikki, and later a sexy, personal secretary Susie at his disposal. He has two brothers, Dodong and Egay who have sinister thoughts on him, as they want his riches. After some slapstick mishaps and when the Don seemingly went bankrupt, he left his mansion to live with the two but experiences unfair treatment. He ended up living with his stepbrother Edwin in the slum, but his arrogance and his annoying cohorts resulted to differences with Edwin and his girlfriend Girlie. Unbeknown to them, Don Emilio is actually playing a scheme of his own to determine which brother really cares for him the most.",,,,,,1999-11-24,,1999-01-01,,Comedy,,0
2310,Donald's Friend,,13.0,1.0,,,,1960-01-01,"Adventure,Drama,Family",,30.0,3801,Donald's Friend,,,13.0,1.0,,,,1960-12-11,,1960-01-01,,,,1
4395,The Day of the Whale,,22.0,1.0,,,,1962-01-01,Adventure,,,4582,,Sonocam,,,,,,,,,,,,,0
2003,,Walter Newman,,,1993-01-01,1916-01-01,,,,writer,,2248,Mrs. Minton,,,17.0,7.0,,,,1960-01-24,,1960-01-01,,,,0
4392,,Patricia Cutts,,,1974-01-01,1926-01-01,,,,actress,,4992,,Marta Rasoknik,,,,,,,,,,,,,0
2317,,Mary Munday,,,1997-01-01,1926-01-01,,,,actress,,4061,El Juez de Bikinis,,,3.0,6.0,,,,1999-01-21,,1999-01-01,,,,0
388,,Bianca Kronl?f,,,,1985-01-01,,,,"actress,writer",,1670,,Sofia Tuibayeva,,,,,,,,,,,,,0
3398,,Michael Emerson,,,,1954-01-01,,,,"actor,soundtrack",,5131,,Michael Emerson,,,,,,,,,,,,,1
148,,Gertrude Flynn,,,1996-01-01,1909-01-01,,,,actress,,3081,Oscar Buzz Edition Part 2,,"Zach Galifianakis sits down with Bradley Cooper, Jessica Chastain, Sally Field and another special guest from Lincoln.",15.0,1.0,,,,2013-02-12,,2013-01-01,,,,0
4917,,Margarita Volodina,,,,1938-01-01,,,,actress,,4759,,Dan Simon,,,,,,,,,,,,,0
3601,,Reggie Choyce,,,,,,,,actor,,1236,,Jamshid Amirov,,,,,,,,,,,,,0
1147,Bug Breeder,,1.0,3.0,,,,2007-01-01,Reality-TV,,44.0,4005,Bug Breeder,,First Mike helps remove trees and tree stumps in California.  Mike then gets himself dirty with some fainting goats in Tennessee.  Then he vists a place that breeds exotic insects in New Orleans.,1.0,3.0,,,,2007-01-09,,2007-01-01,,,,1
2090,,Howard Wright,,,1990-01-01,1896-01-01,,,,actor,,2871,,Friedrich Luft,,,,,,,,,,,,,0
1190,,Rocky Sonnier,,,,1958-01-01,,,,,,2302,,Shoko Ikezu,,,,,,,,,,,,,0
3665,,David Horovitch,,,,1945-01-01,,,,actor,,4297,Bell Maker,,Mike Rowe rolls up his sleeve and gets dirty making giant bells at the McShane Bell Foundry. Mike also gets down and dirty with the US Army Corps of Engineers as they conduct yearly maintenance on a hurricane barrier that was raised from the oceans floor.,19.0,2.0,,,,2006-12-12,,2006-01-01,,,,0
3200,And Then There Were Nine,,1.0,1.0,,,,2014-01-01,"Comedy,Crime,Mystery",,10.0,932,And Then There Were Nine,,"Burnie tries to throw a nice party for the Rooster Teeth staff, but it quickly spirals into an evening of riddles, blackmail… and MURDER.",1.0,1.0,,,,2014-11-04,,2014-01-01,,,,1
2723,,Stacie Passon,,,,,,,,"director,producer,writer",,3422,36 dagar p? gatan,,,,,1.0,6.0,,2018-11-30,2018-11-30,2018-01-01,28, Reality,SE,0
3880,,Doris Petrie,,,2000-01-01,1918-01-01,,,,actress,,1235,,Doris Petrie,,,,,,,,,,,,,1
536,,Gilbert Green,,,1984-01-01,1914-01-01,,,,actor,,3588,,A+E Studios,,,,,,,,,,,,US,0
4215,,Satyajit Ray,,,1992-01-01,1921-01-01,,,,"writer,composer,director",,2574,,Satyajit Ray,,,,,,,,,,,,,1
1103,,Marilyn Cantor Baker,,,2010-01-01,1921-01-01,,,,"writer,actress,miscellaneous",,343,Once There Was a Princess,,,15.0,3.0,,,,1962-01-14,,1962-01-01,,,,0
3863,,Ivan Victor,,,,,,,,"editor,camera_department,producer",,3534,Bully,,"BULLY is a new dramatic musical about Sam Bradley, a young man who commits suicide after being repeatedly bullied in school. The story follows Sam in the days leading up to his death, and the lives of those around him following his suicide.",,,,,,2018-09-24,,2018-01-01,58,Drama,,0
3391,,Rudyard Kipling,,,1936-01-01,1865-01-01,,,,"writer,soundtrack,production_designer",,3929,Professor Cosmo,,"Cosmo is nearly late for an inventors competition, but he got to exhibition hall just in time to demonstrate his invention, a mental wavelength modifier. Down in the lobby, Ace is busy signing autographs to his fans when he notices another contestant named Van Scott in trouble with Spade and Diamond. Ace tries to help, but only for Diamond to use Van Scott's invention, a robot to attack Ace and cause trouble in the contest. Cosmo used his invention to stop the robot and ends up winning first place. At this point, Cosmo decided it's time to say good bye to Ace and look towards his own future. Black Jack does not have the robot but he has the remote control so he used it to get the robot away from the police. Back at the Magic Express, Ace practices his newest trick while Cosmo considers loads of offers. When they both found out that the robot is loose again, Cosmo goest to work and Ace goes to Angel. Black Jack uses the robot to steal some weapons but Cosmo stops the robot again. The sh",20.0,1.0,,,,1999-07-03,,1999-01-01,,,,0
3497,,Bob Mason,,,2004-01-01,1951-01-01,,,,"actor,writer",,2268,Et fuuuucked up sketchshow,,,2.0,1.0,,,,2014-12-24,,2014-01-01,,,,0
3748,,Gino Selvaggio,,,,,,,,,,135,,Giao-Chau Ly,,,,,,,,,,,,,0
291,,Reinhard Glemnitz,,,,1930-01-01,,,,"actor,miscellaneous",,1144,Episode 38,,,38.0,1.0,,,,2003-03-13,,2003-01-01,,,,0
4716,,Sady Rebbot,,,1994-01-01,1935-01-01,,,,"actor,miscellaneous,writer",,239,,Kwassa Films,,,,,,,,,,,,BE,0
1567,,Sidney Clute,,,1985-01-01,1916-01-01,,,,actor,,4488,Crew Unemployment,,,31.0,5.0,,,,2010-02-23,,2010-01-01,,,,0
4308,,Toni Gerry,,,1991-01-01,1926-01-01,,,,actress,,3853,,Amanda Overton,,,,,,,,,,,,,0
2826,We Survived A Year... Barely,,1.0,2.0,,,,2019-01-01,"Drama,Family,Reality-TV",,42.0,3715,,Michael Small,,,,,,,,,,,,,0
687,,Isla Blair,,,,1944-01-01,,,,actress,,3900,Have a Conscience,,"Kellerman is disappointed with his treatment in the press (or rather the lack of it). Back on the job, Mike gets his first case. There was a shopkeeper who was killed for chasing the drug dealers out of his corner. The prime suspect is Luther Mahoney. Frank tries to reconnect with Tim who is still resolved to no longer be Frank's partner. Mike is visibly on the edge, with all the pressures of the past months and his reputation tarnished, and agitated by the fact that Luther Mahoney may get away with another murder. Meldrick tries to talk him down, not anxious to lose another partner.",13.0,5.0,,,,1997-01-17,,1997-01-01,,,,0
1819,,Pepa L?pez,,,,,,,,actress,,3777,,Alihuseyn Huseynov,,,,,,,,,,,,,0
279,,Viet Thanh Pham,,,,,,,,cinematographer,,3241,Maybe No Go,,White and Billy grapple with their archenemy in their old neighborhood; Doc realizes he cannot face his responsibilities alone.,2.0,6.0,,,,2016-02-08,,2016-01-01,,,,0
3148,,Jeremy Saulnier,,,,1976-01-01,,,,"camera_department,cinematographer,director",,1690,The Korean Bookie,,"Larry has his jacket borrowed without permission, but he manages to end up the bad guy. Meanwhile, his investigation into what happened to Jeff's missing dog, Oscar, leads him to suspect his Korean bookie.",9.0,5.0,,,,2005-11-27,,2005-01-01,,,,0
1809,,Suzanne Pleshette,,,2008-01-01,1937-01-01,,,,"actress,soundtrack",,4900,Something About Love,,,12.0,2.0,,,,1954-11-21,,1954-01-01,,,,0
106,,J?rgen Goslar,,,,1927-01-01,,,,"director,actor,writer",,1864,,Matthew Comer,,,,,,,,,,,,,0
3141,,Eugene Peterson,,,2003-01-01,1921-01-01,,,,actor,,750,,Zden?k Podh?rsk?,,,,,,,,,,,,,0
3082,Chapter 42,,3.0,4.0,,,,2016-01-01,Drama,,54.0,3159,,Didier Tarot,,,,,,,,,,,,,0
435,,Anthony Aston,,,,,,,,writer,,4743,"Strangled, Not Stirred",,"Ballard and Gharty investigate the deaths of two single women who were bought drinks by a married couple. The victims were stunned and then strangled. The other detectives receive detailed information that helps them close the open Mahoney drug shootings. Their helpful informant turns out to be Lewis, who has a hearing coming up Ballard and Gharty get their suspect in the box and he claims to be the one to stun the victims, but his wife actually did the strangulation. Ballard is skeptical about the woman's involvement, but the evidence points to the couple.",19.0,6.0,,,,1998-04-10,,1998-01-01,,,,0
2977,,Donald Randolph,,,1993-01-01,1906-01-01,,,,actor,,90,,Samandar Rzayev,,,,,,,,,,,,,0
4733,,Peter Leeds,,,1996-01-01,1917-01-01,,,,actor,,192,Sylvia Pankhurst,,"'Tracing her life from schooldays in radical Manchester to retirementin rural Essex, when Haile Selassie occasionally came to call,Sylvia Pankhurst the revolutionary and Rastafarian sympathiser isbrought to life as only Mark Steel can. From a bed-in with KeirHardie to Kill Bill style ju-jitsu, here’s everything you didn’tknow about this pioneer of democracy.Recalling a time when Manchester was the most radical city inBritain, this latest instalment in Mark Steel’s comedy lectureseries resonates with today’s human rights campaigners and anti-warradicals, as well as containing a short section revealing the besttype of stone to smash windows with.",5.0,2.0,,,,2004-12-03,,2004-01-01,,,,0
1504,,Iwan Rheon,,,,1985-01-01,,,,actor,,1791,,Satyajit Ray Productions,,,,,,,,,,,,,0
2446,Something Sacred: Part 1,,12.0,6.0,,,,1998-01-01,"Crime,Drama,Mystery",,,1441,All Against One,,"At the police headquarters, two officers bring in a new prisoner and everyone at the jailhouse is curious. The prisoner turn out to be Faceless and the two officers were Spade and Diamond. Their plan is to break out only a select bunch of prisoners that Ace put behind the bars and get them to work with Black Jack to put an end on Ace Cooper. Sonny Boy and his gang are invited to join the crime alliance since they all agree Ace must be killed. The next day, Ace puts on his show but gets ambushed by three villians: Yago, the fire magician; Dr. Blaun, a mad scientist; and Count Hebon. Faceless joins in wounded Ace's right arm. Cosmo calls for Vega and the police but Mr. Glam sends his robot to block the police. Ace manages to slip away on him Magic Bike but then gets shot by Sonny Boy's team. This could the end of Ace Cooper...",23.0,1.0,,,,1999-07-30,,1999-01-01,,,,0
1118,Angel of Death,,21.0,2.0,,,,1961-01-01,Adventure,,60.0,4919,,MCEG/Sterling Entertainment,,,,,,,,,,,,,0
4443,,Gary Nelson,,,,1934-01-01,,,,"director,assistant_director,producer",,5760,,Jules Jordan,,,,,,,,,,,,,0
3409,,Marcello Novaes,,,,1962-01-01,,,,actor,,3425,,Marcello Novaes,,,,,,,,,,,,,1
4992,,James Thornton,,,,1975-01-01,,,,"actor,soundtrack",,937,Treasure Hunt,,,13.0,2.0,,,,1961-01-09,,1961-01-01,,,,0
2073,,David Blair,,,,,,,,"director,producer,production_manager",,5900,,Renzo Farinelli,,,,,,,,,,,,,0
2249,,Timothy Hutton,,,,1960-01-01,,,,"actor,producer,director",,1535,And Then There Were Five,,,5.0,1.0,,,,2014-12-02,,2014-01-01,,,,0
1369,Open for Diving,,1.0,2.0,,,,1960-01-01,Adventure,,60.0,212,,ARTE,,,,,,,,,,,,FR,0
5031,Power Play,,9.0,5.0,,,,1957-01-01,Drama,,30.0,2600,,Richard Carlson,,,,,,,,,,,,,0
3879,,Robin Laing,,,,1976-01-01,,,,actor,,4464,,Heidi Gen?e,,,,,,,,,,,,,0
4718,,Ben Wright,,,1989-01-01,1915-01-01,,,,"actor,soundtrack",,1494,,Danica Dawn Johnston,,,,,,,,,,,,,0
3974,,Robert Foulk,,,1989-01-01,1908-01-01,,,,"actor,miscellaneous,soundtrack",,5105,Episode 12,,,12.0,2.0,,,,2015-06-24,,2015-01-01,,,,0
2074,,Ainsley Harriott,,,,1957-01-01,,,,actor,,1391,,Greg Kinnear,,,,,,,,,,,,,0
2765,,Josh Flanagan,,,,1984-01-01,,,,"actor,writer,director",,2572,,Daniel Kontur,,,,,,,,,,,,,0
4868,,Julian Ras,,,,,,,,actor,,2078,,Julian Ras,,,,,,,,,,,,,1
584,Honor Bound,,12.0,1.0,,,,1962-01-01,Adventure,,,2614,Honor Bound,,,12.0,1.0,,,,1962-05-08,,1962-01-01,,,,1
3060,The Secret,,22.0,3.0,,,,1956-01-01,Drama,,30.0,3647,Turkey Inseminator,,"Making a home energy efficient by improving insulation, turkey artificial insemination, viewer mail, car crusher",11.0,4.0,,,,2008-05-12,,2008-01-01,,,,0
4020,,June Vincent,,,2008-01-01,1920-01-01,,,,"actress,soundtrack",,522,,Warner Bros. Pictures,,,,,,,,,,,,US,0
3169,Transylvania Express,,13.0,2.0,,,,1994-01-01,"Animation,Comedy,Fantasy",,30.0,1854,,Camina Entertainment,,,,,,,,,,,,,0
3506,,Andrew Davies,,,,1936-01-01,,,,"writer,producer,script_department",,4400,The Survivor,,Larry and Cheryl prepare to renew their wedding vows; Larry mulls an offer from his dry cleaner.,9.0,4.0,,,,2004-03-07,,2004-01-01,,,,0
1440,,James L. Henderson,,,,,,,,writer,,4175,Marriage Crisis,,,20.0,6.0,,,,1959-02-15,,1959-01-01,,,,0
838,,Carleton Young,,,1994-01-01,1905-01-01,,,,actor,,400,,Hermann G?ring,,,,,,,,,,,,,0
3896,,Ricardo Dalmacci,,,,1972-01-01,,,,actor,,2523,Tsubasa Cat (1),,"'On his way to Hitagi's house, Koyomi bumps in to Suruga Kanbaru, the school's basketball star and an old friend of Hitagi, of whom he can't get rid of. Later that day, Koyomi is attacked by a mysterious being.",11.0,1.0,,,,2009-09-18,,2009-01-01,,,,0
3659,,Brigitte Swoboda,,,2019-01-01,1943-01-01,,,,"actress,soundtrack",,2550,,Brigitte Swoboda,,,,,,,,,,,,,1
3729,,David Prosho,,,,1965-01-01,,,,actor,,2894,O–OUR M-A-G–MAGEDDON,,"Dylan is horrified to realize people see her as a mini version of Maya, and makes a point to exert her individuality. JJ and Ray each cope with their feelings for shared crush, Izzy. Meanwhile, Kenneth turns to an unwilling Jimmy for help with Joyce.",12.0,3.0,,,,2019-01-25,,2019-01-01,,,,0
4884,,Renate Blume,,,,1944-01-01,,,,actress,,1135,The Bracelet,,Larry is continually thwarted in his effort to buy a bracelet as a peacemaking gift for Cheryl.,4.0,1.0,,,,2000-11-05,,2000-01-01,,,,0
1221,,Joan Sudlow,,,1970-01-01,1891-01-01,,,,actress,,649,Part 1,,,1.0,1.0,,,,2014-08-01,,2014-01-01,,,,0
91,Adam San,,29.0,2.0,,,,1961-01-01,Adventure,,60.0,3219,,Bolot Beyshenaliev,,,,,,,,,,,,,0
4494,,Lydia Bosch,,,,1963-01-01,,,,"actress,soundtrack",,3430,Vomit Island Workers,,"Mike Rowe gets dirty as he braves the untamed world of Vomit Island, a place where few have ever been and even fewer would ever want to go. Mike's mission is to help band and count newly hatched herons on the poo covered island.",13.0,3.0,,,,2007-08-14,,2007-01-01,,,,0
1699,,Chiwa Sait?,,,,1981-01-01,,,,"actress,soundtrack",,3507,,Chiwa Saito,,,,,,,,,,,,,1
2647,,Lok-yi Lai,,,,,,,,actor,,3029,,Kristen Connolly,,,,,,,,,,,,,0
1534,Sonnenblumenweg 7,,1.0,6.0,,,,1968-01-01,Drama,,60.0,6016,,Vegard Ylvis?ker,,,,,,,,,,,,,0
1795,,June Harding,,,2019-01-01,1937-01-01,,,,actress,,2860,,Jean-Paul Rovela,,,,,,,,,,,,,0
4404,,Mary Sullivan,,,,,,,,actress,,3509,Chapter 2,,"Francis and Doug plan to frame Secretary of State nominee, Michael Kern. Meanwhile, Zoe's popularity at the Washington Herald continues to grow.",2.0,1.0,,,,2013-02-01,,2013-01-01,,,,0
1491,,Heinz Engelmann,,,1996-01-01,1911-01-01,,,,"actor,miscellaneous,production_manager",,449,Mr. Wilson's Wife: Part 2,,,27.0,6.0,,,,1959-04-12,,1959-01-01,,,,0
4534,,Oleg Strizhenov,,,,1929-01-01,,,,actor,,6043,Double Partners,,,1.0,4.0,,,,1956-08-26,,1956-01-01,,,,0
296,,Esther McCoy,,,,,,,,writer,,4111,Surprising Stan,,"Violet is planning a surprise getaway for Stan, but Monty struggles to keep it a secret.",67.0,1.0,,,,2017-10-24,,2017-01-01,,,,0
1174,Episode #2.1,,1.0,2.0,,,,1999-01-01,Drama,,20.0,1752,,Eamonn O'Keeffe,,,,,,,,,,,,,0
4391,,Gabrielle Upton,,,,1922-01-01,,,,"writer,actress",,5114,Cold Sweat (1),,"After fifteen years in Cryogenic Suspension, a old friend of Ace named Gus Moreland awakens, looking like a frozen body and escapes from the Cryogenic Center. When he sees a poster of The Magician, the first thing on Gus's mind is getting revenge. Meanwhile, Ace bails Cosmo out of trouble with the polce and reminds him to be careful about doing many misdeeds before they catch up with him. Later, Ace performs his usual spectacular show with his panther panter Zina. After the show though, Moreland thinks he found Ace and just when was about to knock him down though, it turns out that it was somebody else wearing a similar cape. At the hospital, Vega grows concern about the dangers Ace could face so he sends two bodyguards to watch over him. Moreland goes back to the Cryogenic Center and forces Dr. Charles, the scientist-in-charge to make him look normal again. Charles gives him the temporary injection and Moreland goes after Ace through Cosmo. When Cosmo was blocking Moreland's way, he t",21.0,1.0,,,,1999-07-09,,1999-01-01,,,,0
2809,,Martin Campbell,,,,1943-01-01,,,,"director,producer,actor",,485,,John Higgins,,,,,,,,,,,,,0
2416,,Wolfgang Preiss,,,2002-01-01,1910-01-01,,,,actor,,5716,,Lucas Rocha,,,,,,,,,,,,,0
1456,,Viktor Rozov,,,2004-01-01,1913-01-01,,,,writer,,169,[52] Koimonogatari [4] Hitagi End - Part 4,,"Kaiki heads to North Shirahebi Shrine daily in order to deceive Nadeko the snake god but finds himself being followed on his way home. Furthermore, he gets a mysterious threat telling him to “pull out of this case.”",21.0,3.0,,,,2013-12-15,,2013-01-01,,,,0
