tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
4645,These Are the Days,Keith Urban,Be Here,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2004 Capitol Records Nashville,2:49,21-Sep-04,33508,Jack 's Obsession,Various,Nightmare Before Christmas Special Edition,Soundtracks,$ 1.29,"( C ) 2006 Disney Enterprises , Inc.",2:46,"October 24 , 2006",0
834,6PM In New York,Drake,If You 're Reading This It 's Too Late,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",$ 1.29,2015 Cash Money Records Inc.,4:43,13-Feb-15,29909,Get Lit [ Clean ],Ludacris,Ludaversal [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2015 Def Jam Recordings , a division of UMG Recordings , Inc.",3:59,"March 31 , 2015",0
3036,Thinking About You ( feat . Ayah Marar ),Calvin Harris,18 Months,"Dance , Music , House , Rock , Electronic",$ 1.29,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,4:07,30-Oct-12,24368,Bikini Atoll,Richard Durand with BT,In Search of Sunrise 13.5 Amsterdam,Dance & Electronic,$ 0.99,2015 Songbird,2:28,"July 20 , 2015",0
4630,Heart Like Mine,Keith Urban,Fuse,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:52,10-Sep-13,16121,Layla,Eric Clapton,Eric Clapton and More,Rock,$ 1.29,2014 EPC Enterprises LLP,7:08,,0
2152,"Goodnight , Hollywood Blvd. .",Ryan Adams,Gold,"Rock , Music",$ 1.29,"2014 UMG Recordings , Inc.",3:24,30-Sep-14,4325,Counting the Days,Cephalic Carnage,Anomalies,"Thrash & Speed Metal , Hard Rock & Metal , Rock",$ 0.99,"( c ) 2005 Relapse Records , Inc.",3:54,"March 15 , 2005",0
1528,I Feel the Earth Move ( The Live Room ),Shinedown,The Warner Sound Live Room EP,"Rock , Music",$ 1.99,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:14,27-May-13,23420,I 'm In Charleston Trick,Lmfao,I 'm In Your City Trick ( Package ) [ Explicit ],Pop,$ 1.29,"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",3:49,"July 21 , 2009",0
3934,Wiggle ( feat . Snoop Dogg ) [ TWRK Remix ],Jason Derulo,Wiggle ( feat . Snoop Dogg ) [ TWRK Remix ] - Single,"Dance , Music , R&B / Soul",$ 1.29,2014 Warner Bros. . Records Inc.,3:52,29-Jul-14,33233,Pity Party,Black Submarine,New to Prime : Pop,"Alternative Rock , Rock",$ 1.29,2013 Black Submarine,3:24,,0
2433,The Tin Man,Kenny Chesney,All I Need to Know,"Country , Music , Urban Cowboy , Contemporary Country",$ 0.99,"1995 , BMG Entertainment",3:25,13-Jun-95,10227,Rob Quarters Skit ( Album Version ( Explicit ) ) [ Explicit ],Ludacris,Chicken - N - Beer ( Explicit ),"Rap & Hip-Hop , Southern Rap",$ 0.99,( C ) 2003 The Island Def Jam Music Group,1:04,"October 6 , 2003",0
4526,Track 13,One Direction,Made In the A.M.,"Pop , Music",Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,,43921,Shut up and Dance,Walk the Moon,Talking Is Hard,Alternative Rock,$ 1.29,2014 Warner Bros. . Records Inc.,3:19,"November 28 , 2014",0
6020,"Beautiful , Dirty , Rich",Lady Gaga,The Fame Monster ( Deluxe Version ),"Pop , Music",$ 1.29,‰ ãÑ 2014 Interscope Records,2:52,5-Aug-14,6361,The Dreams Of Candelight Narration,Trans-Siberian Orchestra,Beethoven 's Last Night ( Deluxe ),Rock,$ 1.29,2011 N-House Music Group,0:27,"March 13 , 2012",0
2760,Exclusive Video Content 2,Little Mix,Get Weird ( Deluxe Edition ),"Pop , Music , Rock , Dance , Teen Pop",Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,,23596,Migration,John Powell,Ice Age : The Meltdown ( Original Motion Picture Soundtrack ),Soundtracks,$ 1.29,( C ) 2006 Twentieth Century Fox Film Corporation,3:32,"July 25 , 2014",0
3352,Say Yeah,Wiz Khalifa,Say Yeah - Single,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap",$ 1.29,2008 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4:01,22-Jan-08,45545,Minnie the Moocher 's Wedding Day,Various artists,"The Big Broadcast , Volume 8 : Jazz and Popular Music of the 1920s and 1930s","Swing Jazz , Jazz Fusion , Smooth Jazz , Jazz , Vocal Jazz , Traditional Jazz & Ragtime",$ 0.99,( c ) 2012 Rivermont Records,2:54,"April 30 , 2013",0
494,Afire Love,Ed Sheeran,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2014 Asylum Records UK , a Warner Music UK Company",5:14,20-Jun-14,9590,Celebration ( Album Version ( Explicit ) ) [ feat . T-Pain ] [ Explicit ],Tyga,Careless World : Rise Of The Last King [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2012 Cash Money Records Inc.,3:01,"February 21 , 2012",0
1578,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown,The Sound of Madness ( Deluxe Edition ),"Rock , Music , Alternative , Grunge , Metal , Hard Rock",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:47,24-Jun-08,18133,Behind The Mask,Eric Clapton,Forever Man ( Deluxe ),Rock,$ 1.29,2015 Dauman Music,4:47,"April 28 , 2015",0
3068,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],Calvin Harris,Ready for the Weekend ( Bonus Track Version ),"Dance , Music , Electronic , Rock",$ 0.99,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",8:15,18-Aug-09,41045,Scrooge 's Revenge,Skream,Skreamizm Vol . 7,"Dance & Electronic , Dubstep",$ 1.29,Ammunition Promotions Ltd,5:28,"December 21 , 2012",0
1010,Underage,Kelsea Ballerini,The First Time,"Country , Music , Contemporary Country , Honky Tonk , Rock",$ 1.29,2015 Black River Entertainment,3:10,18-May-15,27515,Left Out [ Demo ],Shinedown,Leave A Whisper ( Deluxe ),Rock,$ 1.29,2015 Mad Decent,3:36,"May 27 , 2003",0
1767,Close Your Eyes,Dan + Shay,Where It All Began,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:56,1-Apr-14,36865,"Twinkle , Twinkle Little Star",The Wiggles,Pop Go The Wiggles !,Children 's Music,$ 1.29,2012 Blue Drum Records,2:15,"July 13 , 2010",0
4875,Jealous,Ne-Yo,R.E.D. ( Deluxe Edition ),"R&B / Soul , Music",$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",4:07,6-Nov-12,10822,Lonely Fortunes,"Excision , Dion Timmer , The Frim , Downlink , Space Laces , Pegboard Nerds",Coffee Shop Folk,Dance & Electronic,$ 0.89,2015 ( C ) 2015 Rottun Recordings,3:20,,0
560,Goodbye to You ( + Dot Rotten ),Ed Sheeran,No. 5 Collaborations Project,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",$ 1.29,2010 Paw Print Records under exclusive license to Warner Music UK Limited,5:30,9-Sep-11,29506,Boy Racers,Metronomy,Love Letters + Bonus EP ( Amazon Exclusive ),"Electronica , Dance & Electronic",$ 1.29,2013 Because Music,4:18,"March 10 , 2014",0
4007,Kiss Land,The Weeknd,Kiss Land,"R&B / Soul , Music , Rock , Contemporary R&B",Album Only,"2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",--,10-Sep-13,26357,Kids ( Joey Massa & Raymond Lam Remix ) [ Explicit ],Style Of Eye feat . Soso,Kids ( Remixes ) [ Explicit ],"Electronica , Dance & Electronic , House",$ 1.29,( C ) 2015 Gordon Dufresne,5:22,"March 11 , 2014",0
2592,Roses ( feat . ROZES ),The Chainsmokers,Roses ( feat . ROZES ) - Single,"Electronica , Music , Electronic",$ 1.29,2015 Disruptor Records/Sony Music Entertainment,3:46,15-Jun-15,26528,"Get 'Em Daddy ( Featuring Hell Rell , JR Writer & Jim Jones ) ( Remix ) ( Amended Album Version ) [ Clean ]",Cam ` Ron,Killa Season ( Amended Revised ) [ Clean ],"Rap & Hip-Hop , East Coast",$ 0.99,( C ) 2015 Capitol Records Nashville,4:33,"May 16 , 2006",0
4205,Lights ( RAC Mix ),Ellie Goulding,"Lights , Pt. 2 ( The Remixes ) - EP","Dance , Music , Pop",$ 1.29,2011 Polydor Ltd. ( UK ),5:44,19-Jul-11,50042,"Run Like Hell ( The Wall Work In Progress Pt. 2 , 1979 ) [ Programme 1 ] [ Band Demo ] ( 2011 Remastered Version )",Pink Floyd,The Wall Experience Edition ( 2011 - Remaster ),Rock,$ 1.29,"( C ) 2004 Hollywood Records , Inc.",3:06,"February 27 , 2012",0
2891,Outversion,Mark Ronson,Version,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Hip-Hop / Rap,Hip-Hop , Adult Alternative , Electronic , Pop/Rock",$ 0.99,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,1:52,10-Jul-07,3132,404,Knife Party,Abandon Ship [ Explicit ],"Dance & Electronic , Dubstep",$ 1.29,( c ) HouseBeat Records,4:58,"November 4 , 2014",0
3229,Bang Bang ( My Baby Shot Me Down ) [ Live from Jazz At Lincoln Center ] [ Bonus Track ],Lady Gaga,Cheek to Cheek,"Jazz , Music , Vocal , Vocal Pop , Standards , Rock , Crossover Jazz , Contemporary Jazz , Easy Listening , Swing , Vocal Jazz , Traditional Pop",$ 1.29,"2014 Columbia Records , a division of Sony Music Entertainment / Interscope Records , a division of UMG Recordings , Inc.",3:43,23-Sep-14,30140,Gone To California,P!nk,M!ssundaztood,Pop,$ 0.99,1995 ESSAY Recordings,4:33,"January 1 , 2001",0
4997,Lonely Eyes,Chris Young,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,3:39,16-Sep-13,55723,Vuelve,Zumba Fitness,Zumba Fitness ( 50 Hits for Fitness ),Dance & Electronic,$ 0.69,Jb Production,4:07,"May 15 , 2015",0
1371,Hourglass ( feat . Jessica Sanchez ) [ iTunes Session ],Zedd,iTunes Session - EP,"Dance , Music",$ 1.29,2013 Interscope Records,3:42,19-Nov-13,43359,Sunshine & Whiskey,Frankie Ballard,Sunshine & Whiskey,Country,$ 1.29,P&C 2002 Get Physical Music,3:02,"February 11 , 2014",0
3104,We 're All the Same,Calvin Harris,I Created Disco,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",$ 0.99,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,3:56,18-Jun-07,22995,We 're All The Same,Calvin Harris,I Created Disco,"Dance & Electronic , Pop , House",$ 0.99,2002 Defected Records Ltd,3:56,"February 22 , 2012",1
6640,Sparks Fly ( Instrumental With Background Vocals ),Taylor Swift,Taylor Swift Karaoke : Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",$ 1.29,"‰ ãÑ 2013 Big Machine Records , LLC .",4:24,5-Feb-13,42436,The Woods ( Clean Version ) [ Clean ],Juicy J,Stay Trippy [ Clean ],Rap & Hip-Hop,$ 1.29,( C ) 2013 Interscope Records,4:20,"August 27 , 2013",0
5691,Low ( Live ),Flo Rida,iTunes Festival : London 2009 - EP,"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:57,30-Mar-09,48637,Why Not Make A New Kind Of Pencil ?,Geoff Zanelli,The Odd Life of Timothy Green,Soundtracks,$ 1.29,"( C ) 2012 Disney Enterprises , Inc.",2:20,"August 14 , 2012",0
5597,"What a Catch , Donnie",Fall Out Boy,Folie ÌÊ Deux ( Deluxe Version ),"Alternative , Music , Punk",$ 1.29,‰ ãÑ 2008 The Island Def Jam Music Group,4:50,16-Dec-08,26639,Ayer La Vi ( Album Version ),Don Omar,King Of Kings Live,"International , Latin Music , Latin Hip-Hop",$ 1.29,( C ) 2007 Machete Music / VI Music,4:12,"October 23 , 2007",0
6302,Your Side of Town,Maddie & Tae,Start Here,"Country , Music , Rock , Contemporary Country , Pop , Pop/Rock , Honky Tonk",$ 1.29,"‰ ãÑ 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records )",3:03,28-Aug-15,54177,Centred On You,Atlas Genius,When It Was Now,"Alternative Rock , Indie & Lo-Fi",$ 1.29,"( C ) 2015 The Valory Music Co. , LLC",3:34,"February 18 , 2013",0
2678,Any Man of Mine ( American Idol Performance ),Lauren Alaina,American Idol Season 10 : Lauren Alaina,"Country , Music , Rock",$ 1.29,"2011 19 Recordings , Inc.",3:40,25-May-11,54532,You 're Still My Man,Whitney Houston,Whitney,Pop,$ 0.99,2014 Chris Young,4:16,"April 28 , 1987",0
4566,Days Go By,Keith Urban,Gas Monkey Garage : Let 's Ride,"Country , Music",$ 1.29,"2015 Mercury Records , a Division of UMG Recordings , Inc.",3:48,7-Aug-15,26484,To The Moon And Back,Luke Bryan,Kill The Lights,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:58,"August 7 , 2015",0
3990,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,24484,"In the V.I.P ( feat . B-Live , Boy Better Know ) [ Project Bassline Dub Mix ]","Wideboys , Majestic","In the V.I.P ( feat . B-Live , Boy Better Know )",Dance & Electronic,$ 0.89,( p ) Loaded Records - 2010,5:26,,0
399,Nothing Would Be Better,Nick Jonas,Nick Jonas,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",4:34,10-Nov-14,24801,Cruel Annette,The New Mendicants,Into the Lime,"Alternative Rock , Rock",$ 0.99,2014 Ashmont Records,3:32,"January 28 , 2014",0
3247,Marry the Night ( Danny Verde Remix ),Lady Gaga,Marry the Night ( The Remixes ),"Pop , Music , Electronic , Dance , R&B / Soul , Rock",$ 1.29,2011 Interscope Records,7:45,20-Dec-11,5421,Little Bitty Bowlegs,The International Submarine Band and Jon Corneal,Back At Home & Jon Corneal And The Orange Blossom Special,Rock,$ 0.99,( C ) 2011 Yellow Label,3:56,"August 16 , 2011",0
6075,Art Deco,Lana Del Rey,Honeymoon,"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2015 Polydor Ltd. ( UK ),4:55,18-Sep-15,22188,Talking Body [ Explicit ],The Wiggles,"Hot , Sweaty Summer Nights [ Explicit ]",Children 's Music,$ 1.29,Hospital Records Limited,3:58,,0
3777,Que el Coraz ' _ n No Hable por Mi ( Leave My Heart Out of This ),Fifth Harmony,Juntos - EP,"Pop , Music , Latino , Latin Pop",$ 0.69,"2013 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",3:52,8-Nov-13,21211,Do n't Ask for the Water,Ryan Adams,Heartbreaker,"Alternative Rock,Singer-Songwriters , Rock",$ 0.99,2013 Pax Am Records,2:56,"September 5 , 2000",0
2259,Back to Me,Daya,Daya - EP,"Pop , Music",$ 1.29,2015 ARTBEATZ,4:00,4-Sep-15,22006,Tun Up Di Party,Honorebel,Honor Roll,"International , Far East & Asia",$ 0.89,( c ) 2014 PMG/Earth Strong Productions,3:13,"September 30 , 2014",0
3457,We Dem Boyz,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,19-Aug-14,33565,Heartbreaker ( Kris Menace Remix ),Metronomy,Nights Out,Dance & Electronic,$ 0.89,2008 Because Music,5:39,"September 8 , 2008",0
4775,When I Was Your Man,Bruno Mars,"NOW That 's What I Call Music , Vol . 47","Pop , Music",Album Only,"‰ ãÑ 2013 UMG Recordings , Inc. and Sony Music Entertainment",3:31,6-Aug-13,46066,Blue Christmas,Willie Nelson,The Classic Christmas Album,Pop,$ 0.99,2012 Walk the Moon & Jupiter,2:37,"October 12 , 2012",0
5972,The Boys of Fall,Kenny Chesney,Hemingway 's Whiskey,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,‰ ãÑ 2010 Sony Music Entertainment,6:31,28-Sep-10,26160,When The Sun Goes Down ( Duet With Uncle Kracker ( Live ),Kenny Chesney,Kenny Chesney Live,Country,$ 1.29,( C ) 1999 Capitol Records Nashville,5:03,"September 19 , 2006",0
3152,Inside Your Heaven,Carrie Underwood,Some Hearts,"Pop , Music , Rock , Country , Contemporary Country , Adult Contemporary",$ 1.29,2005 19 Recordings Limited,3:44,14-Nov-05,30729,Y.A.L.A. [ Explicit ],M.I.A.,Matangi ( Amazon Exclusive Version ) [ Explicit ],"Electronica , Dance & Electronic",$ 1.29,( C ) 2013 Maya Arulpragasam under exclusive license to Interscope Records,4:23,"November 5 , 2013",0
1436,Son of Sam ( Bonus Track ),Shinedown,The Sound of Madness ( Deluxe Version ),"Rock , Music , Metal , Alternative , Grunge , Hard Rock",Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,3:37,23-Jun-08,10302,Besame Mucho,Worldwide Groove Corporation,Chillodesiac Lounge : Tangerine [ Partial Release ],"Electronica , Dance & Electronic,Trip-Hop",$ 0.99,( C ) 2005 Fabulation Records,5:30,"October 25 , 2005",0
4774,Radioactive,Imagine Dragons,"NOW That 's What I Call Music , Vol . 47","Pop , Music",Album Only,"‰ ãÑ 2013 UMG Recordings , Inc. and Sony Music Entertainment",3:06,6-Aug-13,4400,It 's Growing ( Single Version ( Mono ) ),The Temptations,Anthology,R&B,$ 1.29,"( C ) 1995 Motown Records , a Division of UMG Recordings , Inc.",2:59,"May 23 , 1995",0
6123,Shades of Cool,Lana Del Rey,Ultraviolence ( Deluxe ),"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:42,16-Jun-14,54721,Furry Wolfman,The Wiggles,Wiggly Halloween [ + digital booklet ],Children 's Music,$ 1.29,( C ) 1998 New Hope Records,1:11,"August 27 , 2013",0
2936,Outversion,Mark Ronson,Version,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",$ 0.99,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,1:50,10-Jul-07,13890,Skate Dancer,Joey Negro presents Doug Willis,Doug 's Disco Brain,"Electronica , Dance & Electronic , House",$ 0.99,2008 Z Records,7:13,"October 6 , 2008",0
5399,We Ca n't Move To This,Ellie Goulding,Delirium,"Pop , Music",Album Only,‰ ãÑ 2015 Polydor Ltd. ( UK ),3:28,,40842,From a War,Bounty Killer,Show Off Riddim,"International , Caribbean & Cuba , Reggae",$ 0.99,2007 TJ Records,2:44,"February 15 , 2012",0
3699,Madhouse,Little Mix,DNA,"Pop , Music , Dance , Pop/Rock , Rock , Teen Pop , Electronic",$ 1.29,2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:49,28-May-13,10437,Cinema ( Skrillex Remix ),Benny Benassi feat . Gary Go,Cinema ( Pt. 2 ),"Dance & Electronic , House",$ 1.29,2010 Copyright Group,5:07,"July 25 , 2013",0
2586,Waterbed ( feat . Waterbed ),The Chainsmokers,Waterbed ( feat . Waterbed ) - Single,"Electronica , Music , Electronic",$ 1.29,2015 Disruptor Records/Sony Music Entertainment,3:30,17-Jul-15,46987,Mystery Train ( Remastered ),Elvis Presley,The Essential Elvis Presley,Pop,$ 0.99,( C ) 2008 CMH Records,2:27,"October 3 , 2006",0
6249,Too Damn Young,Luke Bryan,Tailgates & Tanlines,"Country , Music , Contemporary Country",$ 1.29,"‰ ãÑ 2011 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",3:36,5-Aug-11,27451,Born To Fly ( American Idol Performance ),Lauren Alaina,Lauren Alaina - American Idol Season 10,Country,$ 1.29,"( C ) 2011 19 Recordings , Inc.",2:52,"May 25 , 2011",0
3473,Crazy Beautiful ( Live ),Andy Grammer,Crazy Beautiful - Single,"Pop , Music , Rock",$ 1.29,2013 S-Curve Records,3:27,21-May-13,25642,Far Away,Timecop1983,Journeys,"Electronica , Dance & Electronic",$ 0.99,"2014 Timecop1983 , distributed by Spinnup",4:31,"November 19 , 2014",0
2411,Please Come to Boston ( Live ),Kenny Chesney,When the Sun Goes Down ( Deluxe Version ),"Country , Music , Contemporary Country , Urban Cowboy",$ 1.29,2007 SONY BMG MUSIC ENTERTAINMENT,4:00,2-Feb-04,24286,In My Way,Jaymo & Andy George,In My Way,"Electronica , Dance & Electronic , House",$ 0.89,( p ) Moda Black,5:56,,0
