tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
309,,Jean Bolvary,,,,,,,,"producer,writer,director",,261,Murder of Innocence-Sian Kingi,,"On 27 November, 1987, 12-year-old Noosa school girl, Sian Kingi was grabbed off her push bike by Valmae Fay Beck and Barrie John Watts as she rode home from school. Beck and Watts gagged the innocent, terrified child. Watts then raped and bashed her. He then callously, and without remorse, cut her throat while his cowardly wife and mother of six watched on. Six days later, a fruit picker discovered Sian's mutilated body, still dressed in her Year Seven Sunshine Beach School uniform, in a creek bed. The hunt for the killers and their arrest was led by Bob Atkinson, now Queensland's police commissioner. As a result of thorough and dedicated police work by Queensland detectives, and in concert with New South Wales police, Beck and Watts were located hiding in a motel at Long Jetty on the NSW Central Coast a few weeks later. Police believe Beck and Watts are linked to the murders of Sharron Phillips, 20, in Brisbane's outer west, Stella Mary Farrugia, 19, and Louise Bell, 10, in Adelaide. In 1995, Watts was convicted of the manslaughter of 31-year-old student, Helen Mary Feeney in late 1987. Beck gave evidence against Watts, though Ms Feeney’s body has never been found. In 2008 Beck was hospitalised and underwent heart surgery, but later died in hospital.",5.0,3.0,2009-06-25,,0
1017,,Jack Weston,,,1996-01-01,1924-01-01,,,,actor,,1268,Wedding,,"A celebration brings the whole group together but as always, it doesn't go to plan.",6.0,2.0,2015-07-06,,0
3301,Fear Me Not,,1.0,3.0,,,,1955-01-01,Drama,,30.0,5613,,Vince Vaughn,,,,,actor,0
1726,,Hans Maeter,,,2012-01-01,1923-01-01,,,,writer,,6728,Episode 5,,,5.0,2.0,1998-12-11,,0
1004,,Paleface,,,,1978-01-01,,,,"soundtrack,actor,music_department",,4996,,Ashley Liao,,,,,guestStars,0
4155,Folge 3,,3.0,1.0,,,,1972-01-01,"Comedy,War",,,6789,The Gonzales Family Murders,,"On July 10 2001 Sef Gonzales murdered his sister Clodine 18; mother Mary Loiva Josephine 43, and his father Teddy 46, in their North Ryde home. He claimed that he had discovered the bodies when he arrived home, and that racist graffiti was sprayed on the wall. However as more evidence was unearthed, police started to see Sef as a very likely suspect. It was revealed that Sef attempted to cover up his academic failure by falsifying results, and when his parents found out they threatened to withdraw certain privileges such as the use of his car. At the same time, he had argued with his mother over a girlfriend she had disapproved of. These along with the desire to inherit the family's fortune were established as strong motives for Gonzales killing his parents and sister.",5.0,2.0,2008-06-26,,0
1846,Stable Mates,,15.0,2.0,,,,1962-01-01,"Adventure,Drama,Family",,30.0,3074,,Kim Roe-Ha,,,,,actor,0
1658,White Lies,,6.0,5.0,,,,1996-01-01,"Crime,Drama,Mystery",,,3744,White Lies,,"An article appears in The Baltimore Sun about Kellerman and the other members of the arson unit who are under investigation. Munch investigates the death of women whose husband returned home to find her dead, cause unknown. He suspects the husband but Cox thinks differently. Pembleton tries to help Bayliss close the Lambert case. The article puts Kellerman on edge and he goes to Roland's office where he discovers Roland is a federal witness. This incident gets him suspended until he takes a polygraph test. Brodie gets an offer to stay at Kay's place. Munch presses his witness and breaks him but Cox's evidence still says otherwise. Kellerman takes the test and while waiting for the result tells Lewis the truth. Cox visits Munch's suspect in his cell. Frank reflects on his past and the future. Kellerman passes the polygraph, but so did the federal witness; one of them beat the test.",6.0,5.0,1996-11-08,,1
3395,The Haunted Mine,,7.0,2.0,,,,1994-01-01,"Animation,Comedy,Fantasy",,21.0,4606,Bon Appetit - Squid,,Isabella Rossellini takes an intimate look into the perilous life of a squid.,1.0,3.0,2009-09-14,,0
4458,,Marcel Sacotte,,,,,,,,writer,,1579,,Ben Lewin,,,,,directors,0
915,,Ron Rubin,,,,1959-01-01,,,,"actor,writer,producer",,1898,,Billy West,,,,,actor,0
4051,I Remember the Rani,,35.0,2.0,,,,1955-01-01,Drama,,30.0,3589,,Robert Foulk,,,,,guestStars,0
3152,,Jamie Haydon-Devlin,,,,,,,,actor,,7369,Episode 18,,,18.0,2.0,2017-09-11,,0
3270,A Funeral for Max Berlin,,13.0,1.0,,,,1974-01-01,"Crime,Drama",,60.0,5098,,Elliott Arnold,,,,,writers,0
2367,,Leo Curbelo,,,,1968-01-01,,,,"editor,producer,director",,557,The Thong,,"Larry and Richard Lewis, who both see the same psychotherapist, plot ways of ending their respective relationships with the therapist after Larry sees the man wearing a thong bathing suit.",5.0,2.0,2001-10-21,,0
2550,,Bryn McAuley,,,,1989-01-01,,,,actress,,410,,Penelope Ann Miller,,,,,guestStars,0
10,,Genki Yoshimura,,,,,,,,"writer,actress,director",,513,About Activism: The Yes Men Fix the World,,,1.0,2.0,2014-09-03,,0
1377,,Moses Chan,,,,1971-01-01,,,,"actor,soundtrack",,795,,Robin Karfo,,,,,guestStars,0
1411,,Geraldine Hall,,,1970-01-01,1905-01-01,,,,actress,,4383,,Julie Lauren,,,,,guestStars,0
295,The Reluctant Hero,,2.0,3.0,,,,1961-01-01,Adventure,,60.0,569,,Jun Ki Sang,,,,,directors,0
1519,Lord Byron,,1.0,1.0,,,,2003-01-01,"Biography,Comedy,Documentary",,,62,,Michael Jaffe,,,,,directors,0
2181,,Werner Bruhns,,,1977-01-01,1928-01-01,,,,"actor,writer,sound_department",,6453,"Majar, The Bomb Technician",,"'Matsurra starts to investigate the hospital director's mysterious death. With his hunch and intel that Hiroshi had drinks with him the night before, he acquires the bottle they shared. Meanwhile, Won Bong and Tae Joon learn that Majar, the one carrying Comintern&#8217;s funds, was captured by the Kwantung army and begin to bear arms.",10.0,1.0,2019-05-18,,0
1854,,Parker Fennelly,,,1988-01-01,1891-01-01,,,,actor,,6972,Son of a Gun,,"'Crosetti lays out more theories on his Lincoln assassination conspiracy theory. Then Gee comes in with news that Crosetti's friend Chris Thormann has been shot. After they follow up on a new lead in the case that takes them nowhere, frustration begins to set in for Bayliss. Bolander meets his neighbor, a man who works with wood. One of his projects is a coffin. Together, they drink Stan's beer and discuss life, love, and etc.. Kay and Beau's suspect in a murder hired a hit man to kill a man she disagreed with about a bust of Spiro Agnew. Their case leads to a solution for Meldrick's case involving the ''''black widow.'''' Crosetti demands that he get the case to solve Chris' shooting. Stan meets Carol for their first date; however, they get interrupted when his neighbor is found dead. Gee talks with Bayliss about his frustration. Chris is going to survive, but what level he will recover to is yet to be determined.",3.0,1.0,1993-02-10,,0
2764,,Tony Chastain,,,,,,,,"actor,assistant_director",,2811,Golden Voice,,"At the Croesus Palace Casino, Mona sings her heart out to the delight of her fans including Ace. She's the finalist of the Golden Voice Award for the best new song. Someone then throws a bouquet of flowers on the stage but it also contain deadly snakes. Ace saves Mona while Cosmo tries to go after the suspect. Unfortuately, Spade and Diamond gets in the way, allowing the suspect to escape. Later, Ace and Cosmo learned that it's not the first time Mona has been threaten. Even Mona's father, Black Jack concerned for her safety and insists that she drops out of the competition. She tells him off and goes with Ace to the Sensa-News studios after losing Spade and Diamond who when they were suppose to watch over her. Mona has to introduce the other nominees: Nesh Divine, whose Cosmo's favorite singer. And Demonia Deadly, a heavy metal singer bent on winning. Nesh recieves an ordinary box of candy which is actually a box of deadly spiders which are loose in her trailer. Ace helps her stop the",15.0,1.0,1999-06-12,,0
4132,,Jace Alexander,,,,1964-01-01,,,,"director,producer,actor",,3527,,Jace Alexander,,,,,director,1
352,,Nico Minardos,,,2011-01-01,1930-01-01,,,,"actor,producer",,885,,Nico Minardos,,,,,guestStars,1
1985,,Tom Burlinson,,,,1956-01-01,,,,"actor,music_department,soundtrack",,5903,,Juliet Prowse,,,,,guestStars,0
224,,Michelyn Emelle,,,,,,,,actress,,2275,,Michelyn Emelle,,,,,guestStars,1
2745,,Scott Sander,,,,,,,,,,3831,,Steve Buscemi,,,,,director,0
1196,Too Cool for School,,13.0,3.0,,,,1999-01-01,"Animation,Comedy,Fantasy",,21.0,2258,Wind Farm Technician,,Mike heads to an Oklahoma wind farm and learns that going green sometimes means you've got to get brown first. Then he heads to Kentucky to clean out a sinkhole that some have unfortunately turned into a garbage dump.,13.0,4.0,2008-06-02,,0
1835,Myths & Monsters,,,,,,,2017-01-01,"Documentary,Fantasy",,42.0,6274,,Keith Gordon,,,,,directors,0
2178,,Richard Evans,,,,1935-01-01,,,,"actor,director,cinematographer",,1333,How I Got My Nose,,"Simon Doonan now living in New York, remembers the time auditioning for the school play led to his mother being arrested for assault and the re-enactment of a famous horror film.",2.0,1.0,2008-10-09,,0
861,,Charlotte Stoudt,,,,,,,,"miscellaneous,producer,writer",,4279,The Night's Alright,,"Even though it is bedtime, Monty and Jimmy Jones aren't tired and Monty wonders if the night is really just for sleeping.",16.0,1.0,2016-08-29,,0
3645,,Henry Jones,,,1999-01-01,1912-01-01,,,,"actor,soundtrack",,138,Finale - A Year,,"The series finale charts a year in the life of Freddie and Stuart, who enjoy their inheritance and a birthday. Violet, meanwhile, moves on from her divorce; and Ash has big news.",2.0,0.0,2016-12-16,,0
2730,,Bridget Regan,,,,1982-01-01,,,,actress,,7776,,Bridget Regan,,,,,actor,1
2397,Maybe No Go,,2.0,6.0,,,,2016-01-01,"Action,Adventure,Animation",,22.0,125,Maybe No Go,,White and Billy grapple with their archenemy in their old neighborhood; Doc realizes he cannot face his responsibilities alone.,2.0,6.0,2016-02-08,,1
316,,Lynette Eads,,,,,,,,,,773,Sponge Bridge II ~ Kangaroo,,,40.0,1.0,2008-02-03,,0
1293,,Ian Holm,,,2020-01-01,1931-01-01,,,,"actor,soundtrack,animation_department",,4069,Tsubasa Tiger - Part 1,,"It's the beginning of the second semester and on her way to the first day of school, Tsubasa has a short meeting with Mayoi who reveals that she has just came from Koyomi's house where she forgot her backpack, but could not retrieve it as he was not at home by that time. Soon after, Tsubasa has an encounter with an apparition in the form of a huge white tiger who just passes by her and upon arriving at school she tells Hitagi about it. Hitagi points out that despite Koyomi is for sure be the best person to assist her, Tsubasa did not call for his help at all, also remembering that in fact he always stood for them without the need of asking him. Some time later, Tsubasa and Hitagi watch smoke rising from afar and Tsubasa discovers that her house is on fire. With her house destroyed and no place to sleep, Tsubasa claims to her parents that she will sleep at a friend's house, but she decides to spend the night at the abandoned cram school where Oshino lived instead. Hitagi finds her there upon learning of her situation and decides to take her to her house, suspecting that the white tiger she saw might have some connection with the fire. After deciding to skip school for the next day, Hitagi and Tsubasa receive a mail from Koyomi, where he states that he must leave for a while to deal with some business of his and as they are about to take a bath together, Hitagi asks Tsubasa if she still loves Koyomi. Tsubasa instantly replies that she does. ",1.0,3.0,2013-07-07,,0
4143,,Nic Pizzolatto,,,,1975-01-01,,,,"writer,producer,actor",,5290,,Brad Silverman,,,,,guestStars,0
2102,Upstairs Inferno,,,,,,,2015-01-01,"Documentary,History",,96.0,4205,,Daniel Mainwaring,,,,,writers,0
959,Daish?,,,,,,,2016-01-01,Drama,,,6429,,Jon Hayman,,,,,guestStars,0
2323,,William Gaminara,,,,,,,,"actor,writer",,6772,,Keith Truesdell,,,,,director,0
4038,,Gaynor Fairweather,,,,,,,,,,511,Trouble in Store,,"Derek and Rob, trying to steal from Rodman's Department Store, get locked in the store overnight as the mannequins come to life.",6.0,3.0,1999-10-14,,0
617,,Mark Ravenhill,,,,1966-01-01,,,,"writer,producer,director",,4169,Chick Sexer,,"Baby chicken sexer, beer brewer, oyster harvester ",4.0,1.0,2005-08-16,,0
1270,,Marjorie Eaton,,,1986-01-01,1901-01-01,,,,actress,,5083,,Peter Markle,,,,,director,0
2172,The Gas Man,,20.0,3.0,,,,1995-01-01,"Crime,Drama,Mystery",,,3377,The Gas Man,,A convict is released from prison and begins to get his revenge on Frank by frustrating the investigation he is currently working on and also by terrorizing his wife.,20.0,3.0,1995-05-05,,1
444,,Barbara Bain,,,,1931-01-01,,,,"actress,soundtrack",,4059,,Frank Buckley,,,,,guestStars,0
813,Disguise for Murder,,7.0,1.0,,,,2001-01-01,"Action,Drama,Mystery",,,5530,,Walter L. Lindsey,,,,,guestStars,0
3602,,Larry Chance,,,,1933-01-01,,,,"actor,writer",,5969,,Martin Campbell,,,,,director,0
513,,Pilli Diwakar,,,,,,,,"cinematographer,camera_department,actor",,3058,,Mark Rolston,,,,,guestStars,0
2283,,Manuel Tejada,,,2019-01-01,1940-01-01,,,,actor,,4467,,Barbara Boxer,,,,,guestStars,0
2874,,Kiefer Slaton,,,,,,,,actor,,5463,Super Rider III ~ Daruma 7,,,38.0,1.0,2008-02-03,,0
2450,Chapter 25,,12.0,2.0,,,,2014-01-01,Drama,,48.0,7535,,Stivi Paskoski,,,,,guestStars,0
1349,Tivoli,,1.0,3.0,,,,1965-01-01,Drama,,62.0,5761,,Lauren Greenfield,,,,,directors,0
1032,Chapter 15,,2.0,2.0,,,,2014-01-01,Drama,,49.0,6537,Chapter 15,,"Amid turmoil in the home, Frank takes office. Foreign relations become entangled as Durant's team bungles a meeting. As foes negotiate to thwart her, Jackie maneuvers to strengthen her position. Lucas acquires new skills in order to pursue his secret investigation. ",2.0,2.0,2014-02-14,,1
3542,,Daniela Escobar,,,,1969-01-01,,,,"actress,writer,producer",,5376,The Last of the Watermen,,"After uncovering the fact that an elderly woman's tongue was cut out, Kay decides it is time to take a vacation. She returns home and while she is there she looks into the murder of an environmentalist. The suspects include her brother, an ex-beau and their co-worker. Pembleton reluctantly becomes Felton's partner and they finish investigating the murder of the elderly woman. Munch is against having a television put in their bar.",7.0,3.0,1994-12-09,,0
4211,,Jay Tobias,,,,,,,,"assistant_director,director,producer",,6044,,Jay Tobias,,,,,director,1
1218,,Gerard Logan,,,,,,,,actor,,6995,,Antoinette Spolar-Levine,,,,,guestStars,0
843,Daughter of Illusion,,10.0,2.0,,,,1960-01-01,Adventure,,60.0,2697,Daughter of Illusion,,,10.0,2.0,1960-12-12,,1
3526,,Gail Kobe,,,2013-01-01,1932-01-01,,,,"producer,actress",,7489,,Marie P?rennou,,,,,directors,0
1481,,Floyd Guillory,,,,,,,,,,4505,Episode 16,,,16.0,3.0,2019-06-30,,0
2410,,Anne Francis,,,2011-01-01,1930-01-01,,,,"actress,soundtrack",,2105,,Anne Francis,,,,,guestStars,1
1505,,Cheryl Callaway,,,,1946-01-01,,,,actress,,4964,,Pihla Viitala,,,,,guestStars,0
831,,Natasha Klauss,,,,1975-01-01,,,,"actress,camera_department",,3488,,Lance Burton,,,,,guestStars,0
1714,,Edward Tang,,,,1946-01-01,,,,"writer,producer,miscellaneous",,5719,,Cyril Hume,,,,,writers,0
85,,Hugh Corcoran,,,,1947-01-01,,,,"actor,producer",,7478,Phil Spector,,Phil Spector's murder case is examined.,3.0,1.0,2016-09-24,,0
4454,,Talbot Jennings,,,1985-01-01,1894-01-01,,,,writer,,964,,Brian Van Holt,,,,,guestStars,0
54,Ede's Bombshell,,25.0,2.0,,,,1962-01-01,"Adventure,Drama,Family",,30.0,151,,Pat McNamara,,,,,guestStars,0
235,Zashchitnik Sedov,,,,,,,1988-01-01,"Drama,Short",,42.0,538,,Anne Meara,,,,,guestStars,0
1965,Queen Nefertiti,,18.0,4.0,,,,1957-01-01,Drama,,30.0,2903,,Joe Chrest,,,,,guestStars,0
1520,,Friedrich Meyer,,,1993-01-01,1915-01-01,,,,"composer,soundtrack,music_department",,6467,,Fintan Meyler,,,,,guestStars,0
206,,Lev Lyubetskiy,,,2000-01-01,1920-01-01,,,,actor,,3403,,Andy Samberg,,,,,guestStars,0
3655,,Alison Sealy-Smith,,,,,,,,"actress,miscellaneous",,268,,Ken Ruff,,,,,guestStars,0
3030,,David Perry,,,,1970-01-01,,,,"actor,director,producer",,555,,Kay Tremblay,,,,,guestStars,0
1428,,Mark Wall,,,,,,,,,,1386,The Ice Cave,,"Everything in Iceland continues to fascinate the four dummies, and this time, they visit Jokulsarlon to see the icebergs and a beautiful ice cave that formed hundreds of years ago. At night, they drive out to see the Northern Lights again, and they enjoy themselves stargazing and making new memories together.",5.0,3.0,2016-01-29,,0
370,,Rodney McMahon,,,,,,,,actor,,6480,,Garth Waxwell,,,,,directors,0
2822,To Catch the Kaiser,,22.0,1.0,,,,1963-01-01,"Drama,Sport,Western",,,2618,,James Sutton,,,,,actor,0
1296,,Eugene Mazzola,,,,1948-01-01,,,,"actor,production_manager,assistant_director",,6131,The Bat Mitzvah,,Larry uses Sammie Greene's bat mitzvah to try and clear up a nasty rumor about him; the Blacks announce they're returning home; Larry makes another attempt at dating.,10.0,6.0,2007-11-11,,0
1768,,Doug Glover,,,,1970-01-01,,,,"cinematographer,camera_department,director",,5091,,Joseph S. Eubanks,,,,,guestStars,0
4507,,Hannah Galway,,,,,,,,"actress,writer,producer",,968,,Kathryn Klvana,,,,,guestStars,0
746,,Mary Long,,,,1951-01-01,,,,actress,,2127,,Jerry Stiller,,,,,guestStars,0
882,,Ted Danson,,,,1947-01-01,,,,"actor,producer,soundtrack",,6208,,Sean Persaud,,,,,guestStars,0
679,,Manny Coto,,,,,,,,"producer,writer,miscellaneous",,2662,.357 Magnum,,"After losing to a widow in a high stakes casino game, Fujiko has to take on her reuqest. She wants the gun of the man who killed her husband, so Fujiko finds herself going after the infamous gunman Daisuke Jigen.",2.0,1.0,2012-04-11,,0
