tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
516,The Kimberley Killer,,"'For the first time the complete story of one of Australia's most horrific serial murderers is finally revealed.  Almost twenty years ago in June 1987 a crazed gunman begins a journey which will take him thousands of kilometres across the vast Australian outback.The killer's journey will result in the murders of five innocent tourists, spark one of the biggest manhunts in Australian history and end in a bloody last stand shootout with police at a remote outpost deep in the rugged Kimberly ranges of Australia's north. Before it is over, thousands of residents living in communities scattered across the country's Top End will be terrorised.",10.0,1.0,,,,2007-10-30,,2007-01-01,,,,3275,,James L. Bland,,,,,guestStars,0
5667,,Martin McDougall,,,,,,,,,,,,,4128,Ice Salvage Crew,,Mike gets dirty in Alaska as he helps protect the environment by cleaning up an oil spill. He then travels to Minnesota where he works to pull a car out of a lake that has fallen through the ice.,12.0,4.0,2008-05-19,,0
4138,Diaper Cleaner,,"Mike journeys to Queen Creek, Arizona to press olives into oil and then heads to Sacramento, California to clean dirty diapers.",5.0,5.0,,,,2009-02-03,,2009-01-01,,,,7321,Series 1 Outtakes and Bloopers,,,4.0,0.0,,,0
758,The Car Pool Lane,,"To get to a Dodgers game, Larry finds a creative way to use the HOV lane.  Then, he finds himself in a bit of trouble when he gets his father medicinal marijuana.",6.0,4.0,,,,2004-02-08,,2004-01-01,,,,4381,The Car Pool Lane,,"To get to a Dodgers game, Larry finds a creative way to use the HOV lane.  Then, he finds himself in a bit of trouble when he gets his father medicinal marijuana.",6.0,4.0,2004-02-08,,1
5425,Episode 18,,,18.0,1.0,,,,2003-02-05,,2003-01-01,,,,1639,,Jeremy Saulnier,,,,,directors,0
470,,George Bloomfield,,,,,,,,,,,,,4045,Chapter 5,,A feud starts between Francis and Marty Spinella. Russo goes into depression about the job losses at the shipyards.,5.0,1.0,2013-02-01,,0
3714,,Bravo Film,,,,,,,,,,,,,1842,Episode 16,,,16.0,1.0,2015-08-25,,0
3061,Man's Estate,,,29.0,1.0,,,,1954-04-11,,1954-01-01,,,,7031,Dirty Jobs of the Big Apple,,Mike Rowe rolls up his sleeves and gets dirty with some of the dirtiest jobs in New York City. First Mike climbs to the top of a giant building to build a water tower and then he masters the art of elevator repair.,7.0,4.0,2008-04-14,,0
6002,N-E-NEW A-I-AIDE,,"Maya struggles as Kenneth takes over as JJ’s full-time aide. Loving his new freedom, JJ avoids attending a physical therapy appointment, and Maya automatically blames Kenneth, using any excuse to confirm her misgivings and moves to fire him. Meanwhile, Jimmy struggles to teach Dylan the family way to not be so neighborly.",2.0,1.0,,,,2016-09-28,,2016-01-01,,,,2812,Voice (2017),,"Set around an emergency 112 call center. During the golden time after a crime takes place, the call center chases criminals including a serial killer.",,,2017-01-14,,0
5919,,Paul Parsons,,,,,,,,,,,,,2366,,Barry Morse,,,,,guestStars,0
5411,A Greater Strength,,,17.0,5.0,,,,1958-02-23,,1958-01-01,,,,1716,,Bethel Leslie,,,,,guestStars,0
1655,,Viva,,,,,,,,,,,,,6059,Tsukihi Phoenix - Part 4,,"After learning from Shinobu that Tsukihi is actually a supernatural being that endlessly reincarnates as a human child after dying, Koyomi leaves Karen standing guard at their house's destroyed front door before setting to the place Oshino used to live to confront Yozuru and Yotsugi. To prepare for their clash, Shinobu draws some of Koyomi's blood to recover her true form and agrees to fight Yotsugi while her master deals with Yozuru. Yozuru reveals to Koyomi that she, Oshino and Kaiki were friends from college and it was Kaiki who told her about Tsukihi being a phoenix. After viciously attacking Koyomi, Yozuru learns that her partner was easily defeated by Shinobu, and just when she is about to confront the vampire, Koyomi rises again, claiming that he would never give up on his sister, no matter what kind of creature she is. Realizing his determination to protect Tsukihi and that he never fought with the intention to kill her, Yozuru decides to give up and leaves peacefully with her familiar. Koyomi returns home to check on Tsukihi and declares to her that he will soon introduce his girlfriend to his sisters. In the end, Koyomi is seen meeting Hitagi at a beach. ",11.0,2.0,2012-03-17,,0
3259,,Pete Dunwell,,,,,,,,,,,,,5387,N?vrat dom?,,"'Franti?ek odj??d? na kr?tk? v?let za Butteauv?mi. Zde n?hodou uvid? Paulu a Th?ma a pochop?, kdo je Th?movou tajnou l?skou. V ten okam?ik ho dostihne Lotty, Franti?ek s n? nechce mluvit.Mlad? V?k se dozv?d?, ?e jeho maminka je nemocn? a rozhodne se odjet dom?. Otec ho zprvu nechce p?ijmout. I kdy? jeho n?vrat maminku uzdrav?, otec s Franti?kem jedn? ?patn?, je pro n?j jen levnou pracovn? silou, dokonce mu ?acuje kapsy, kdy? m? podez?en?, ?e Franti?ek kradl v kr?m?. Franti?ek by r?d ode?el do Prahy.",6.0,1.0,,,0
2568,Hand Walk III ~ Seesaw 60,,,24.0,1.0,,,,,,,,,,5413,Hand Walk III ~ Seesaw 60,,,24.0,1.0,2008-02-03,,1
5476,,William Self,,,,,,,,,,,,,5379,,Mike Binder,,,,,guestStars,0
1872,,Ricky Koole,,,,,,,,,,,,,7350,,Mary Joy,,,,,guestStars,0
5019,,Mark Womack,,,,,,,,,,,,,1343,,Helmuth Ashley,,,,,directors,0
3941,,CBC Television,,,,,,,,,,,,CA,3622,,Rob Stefaniur,,,,,guestStars,0
1582,,Mariya Barabanova,,,,,,,,,,,,,3475,,Abigail Marlowe,,,,,guestStars,0
5991,The Amazon,,"Carla MacKinley owns the Amazon, an international yacht-racing champion, who hires the Tiki when her boat is unable to sail in a challenge race.",23.0,1.0,,,,1960-03-21,,1960-01-01,,,,1497,,Lynn Sellers,,,,,guestStars,0
2187,Episode 4,,"It is March 1940 and Hornet Squadron are billeted with their Spitfires in France, near the German border. As the young squadron pilots bore of the phoney war, they enjoy the delights of the local village and two of the pilots decide to take local brides.",4.0,1.0,,,,1988-10-23,,1988-01-01,,,,6698,A Ticking Time Bomb,,"Young Jin makes it out alive and starts to be amicable towards Kim Won Bong. However, when she meets with Prosecutor Fukuda, she tells him that the Bureau of Judicial Affairs of the Joseon Government is after her and questions his sincerity. Later, she joins Won Bong and Seung Jin to meet with Yoo Tae Joon in Manchuria.",7.0,1.0,2019-05-11,,0
3565,,Lim Ju-hwan,,,,,,,,,,,,,2910,"Towards the Present, 1934-1984",,"Energy and alienation in Dylan Thomas, Robert Lowell, Philip Larkin, and Ted Hughes. Featured performers: Julian Glover, Anthony Hopkins, and Stacy Keach.",16.0,1.0,1984-12-09,,0
1751,Episode 20,,,20.0,1.0,,,,2003-02-07,,2003-01-01,,,,2345,Dubai,,"Baz and the mammies are in Dubai, where they plunge down a giant water slide, take to the skies on a tricycle and SCUBA dive in a shark-infested tank.",5.0,3.0,2016-10-24,,0
2899,Together,,"'Love has probably never been so commercialized and falsely portrayed as today. It became a commodity that everybody can afford. However, very often the real picture is something completely different.This film tells about this different picture.The film ''Together'' tells about love relationships that encounter difficulties. Those are real difficulties that test not only the relationship but very often also the destinies of the persons involved.",,,,,,2009-11-20,,2009-01-01,87,Documentary,,6818,,Roger Robinson,,,,,guestStars,0
810,Mel's Offer,,"After going to a Karaoke bar that Mel Brooks is performing at, Mel is so impressed with Larry's singing that he asks Larry to be the star of his broadway show.",1.0,4.0,,,,2004-01-04,,2004-01-01,,,,1778,,Layton Williams,,,,,actor,0
2070,"Now Museum, Now You Don't",,"'Dr. Jonas Venture Jr. builds a museum in honor of his ''father,'' and invites all of Jonas Sr.'s old friends and enemies to the grand opening.",9.0,3.0,,,,2008-07-27,,2008-01-01,,,,6876,,John Vernon,,,,,actor,0
5625,Crew Unemployment,,"'With a hiatus looming, Mike tries to secure employment for the ''Dirty Jobs'' crew and reflects on their contributions.",8.0,6.0,,,,2010-02-23,,2010-01-01,,,,4065,,2009-03-23,,,,,guestStars,0
5179,,Hiroshi Ohnogi,,,,,,,,,,,,,4803,,Stephanie Romanov,,,,,guestStars,0
2295,Youth Over Flowers,,Youth Over Flowers is a South Korean travel-reality show which premiered on tvN in 2014.,,,5.0,29.0,,2014-08-01,2017-11-28,2014-01-01,90,Reality,KR,354,Youth Over Flowers,,Youth Over Flowers is a South Korean travel-reality show which premiered on tvN in 2014.,,,2014-08-01,,1
3621,,Kazuo Watanabe,,,,,,,,,,,,,2037,Volume 2,,'Volume 2: The Anita Cobby Murder (45 mins) (M)The Moorhouse Horrors - David and Catherine Birnie (30mins) (M)The Call Girl Killing - Roslyn Watson (20 mins) (M),2.0,0.0,,,0
4845,Three Minutes Too Late,,,17.0,2.0,,,,1954-12-26,,1954-01-01,,,,6017,Presenting document American – The Bill Hicks Story,,,67.0,0.0,2014-10-08,,0
2543,,Paul Cozzi,,,,,,,,,,,,,3233,Like A Pierrot Ghost ~ Neko De Drive,,,59.0,1.0,2008-02-03,,0
1754,,Konrad Georg,,,,,,,,,,,,,1550,,Kelvin Han Yee,,,,,guestStars,0
2269,,Dalton Vigh,,,,,,,,,,,,,4807,The Secret of Sameta,,"Yukiko's husband, Kaneki Masayuki, seems like an amazing professor loved by his students that stand up for human rights. Kwon Joo and Kang Woo come across him while checking on Fujiyama Koichi's autopsy. Meanwhile, Goto Naomi, a worker who worked for Yukiko, finds a camera installed in one of the paintings that recorded the day Yukiko got murdered. (Source: Viu)",11.0,3.0,2019-06-15,,0
1167,Gesundheit,,,25.0,3.0,,,,1956-02-26,,1956-01-01,,,,961,,Kevin Dunn,,,,,actor,0
946,Episode 2,,,2.0,1.0,,,,1984-05-08,,1984-01-01,,,,3158,Chapter 38,,"Heather Dunbar goes for the jugular, forcing Claire to confront her worst fears. The rift between Frank and Claire widens.",12.0,3.0,2015-02-27,,0
3728,The Lakes,,"Compelling BBC1 drama series embracing sex, death and Catholic guilt, set in a small community in the Lake District. The first four-part series centred on newcomer Danny Kavanagh; the second 10-part series featured other characters in the community.",,,2.0,14.0,,1997-09-14,1999-03-14,1997-01-01,60,Drama,GB,1546,The Butchered Boys,,"'This episode revisits Adelaide’s notorious Adelaide Family Murders case, where six young Adelaide men were murdered during the 1970’s and 80’s. The victims were found in random locations throughout the state, their bodies neatly cut into pieces. Although each attack and mutilation appeared different, police investigators soon began to link the horrific murders to one another. Media frenzy ripped through Australia when the similarities to each killing became public knowledge.Media speculated that the murders involved a group of high profile Adelaide men including politicians, religious leaders and judges who allegedly paid young men for sex and then drugged and used them for pleasure. The media dubbed the group The Family and from then on the case was referred to as the Adelaide Family Murders. ",16.0,1.0,2005-08-01,,0
1606,Por Debajo de la Mesa,,,6.0,6.0,,,,1999-02-11,,1999-01-01,,,,6288,,Ben Masselink,,,,,writers,0
5168,Fury,,Richard's attempt to teach a peaceful people how to defend themselves unleashes an uncontrollable rage that threatens to consume them and destroy the Seeker.,6.0,2.0,,,,2009-12-12,,2009-01-01,,,,5117,Speechless,,"Maya DiMeo is a mom on a mission who will do anything for her husband, Jimmy, and kids Ray, Dylan, and JJ, her eldest son with special needs. As Maya fights injustices both real and imagined, the family works to make a new home for themselves and searches for just the right person to give JJ his “voice.”",,,2016-09-21,,0
4778,,Burnie Burns,,,,,,,,,,,,,5602,,China Moo-Young,,,,,directors,0
5034,,V?clav Postr?neck?,,,,,,,,,,,,,2973,,Anthony Steel,,,,,guestStars,0
520,,Ala Dakka,,,,,,,,,,,,,1256,,Mitchell Leisen,,,,,directors,0
2817,,TV 2 Zulu,,,,,,,,,,,,DK,6042,,Tanya Lewis,,,,,guestStars,0
4449,Hindsight is 20/40,,When Andre sees a picture of Mary Jane with David at the gala he starts questioning if she is still involved with him.,6.0,1.0,,,,2014-02-18,,2014-01-01,,,,2442,Im Keller,,"Katzlbrunner wacht aus dem Koma auf und hat das Ged?chtnis verloren. Er glaubt, er studiert noch immer Biologie und will mit Politik nichts zu tun haben. Babs versucht ihre Mutter Herta zum Nachhause kommen zu bewegen, w?hrend die Tantratherapeutin Gitti versucht, Gerri zu verf?hren. Frau Berner lockt Dr. Feist trotz Beinamputation lasziv zu sich und verf?hrt ihn. Ronnie sitzt im Keller von Frau Berner eingesperrt. Gemeinsam mit ihrem Ehemann, der vor 10 Jahren weglaufen wollte und einem Mediamarktverk?ufer, der sie vor zwei Jahren ver?rgerte. Dr. Feist entdeckt das Verlies und wird ebenfalls eingesperrt.",7.0,1.0,2012-10-30,,0
5633,The 5 Wood,,A bag of cashews and rasins threatens Larry's working relationship with David Schwimmer; a dirty locker and a golf club threatens his club membership; Larry gets into a compromising situation with a dog.,5.0,4.0,,,,2004-02-01,,2004-01-01,,,,2872,The 5 Wood,,A bag of cashews and rasins threatens Larry's working relationship with David Schwimmer; a dirty locker and a golf club threatens his club membership; Larry gets into a compromising situation with a dog.,5.0,4.0,2004-02-01,,1
5253,Penguin Keeper,,,24.0,2.0,,,,2006-12-05,,2006-01-01,,,,635,"Strangled, Not Stirred",,"Ballard and Gharty investigate the deaths of two single women who were bought drinks by a married couple. The victims were stunned and then strangled. The other detectives receive detailed information that helps them close the open Mahoney drug shootings. Their helpful informant turns out to be Lewis, who has a hearing coming up Ballard and Gharty get their suspect in the box and he claims to be the one to stun the victims, but his wife actually did the strangulation. Ballard is skeptical about the woman's involvement, but the evidence points to the couple.",19.0,6.0,1998-04-10,,0
4057,,Pyotr Merkuryev,,,,,,,,,,,,,3873,,Gerald McRaney,,,,,actor,0
698,Too Many Clients (2),,,10.0,2.0,,,,2002-06-09,,2002-01-01,,,,2240,Too Many Clients (2),,"After Thomas Yeager hires Archie because he believes he's being followed, he winds up dead at a construction site. Wolfe and Archie's investigations show that the victim had many lovers.",10.0,2.0,2002-06-09,,1
